Lat,Lon,LapDistPct
36.56883382219712,-79.20666076060655,0.00020826833497267216
36.56883463349296,-79.20665037218497,0.00046373778604902327
36.56883553444387,-79.20664009557497,0.0007192755583673716
36.56883643594481,-79.20662970732383,0.0009749116725288332
36.56883724669062,-79.20661931890223,0.0012306281132623553
36.56883814819156,-79.20660893065109,0.0014864187687635422
36.56883895893737,-79.2065985422295,0.00174229359254241
36.56883977023321,-79.2065882656195,0.0019982501398772
36.56884067118412,-79.20657787736836,0.0022542658261954784
36.56884148247996,-79.20656748894676,0.0025103494990617037
36.56884229322577,-79.20655710069562,0.0027665169909596443
36.56884310452161,-79.20654671227403,0.003022745717316866
36.56884391526742,-79.20653632402289,0.003279035910964012
36.56884472656327,-79.20652593560129,0.003535402938723564
36.56884553730908,-79.20651554735015,0.0037918416783213615
36.56884634860492,-79.20650515892856,0.004048345610499382
36.56884715990076,-79.20649477067742,0.004304937552660704
36.56884797064657,-79.20648438225582,0.004561598412692547
36.568848781942414,-79.20647399400468,0.004818328656256199
36.568849592688224,-79.2064636055831,0.005075130145996809
36.56885031377897,-79.20645310552035,0.005332019180059433
36.56885112452478,-79.20644271726921,0.005588970147073269
36.56885193582062,-79.20643232901807,0.005845988634973764
36.56885265691137,-79.20642194059648,0.006103095132857561
36.56885346765718,-79.20641144053374,0.00636026868596673
36.56885418874792,-79.2064010522826,0.006617498584091663
36.56885490983866,-79.20639066386101,0.006874799262732267
36.56885572058448,-79.20638027560987,0.007132155820727348
36.56885644167522,-79.20636977554713,0.007389563601464033
36.568857162765966,-79.20635938712554,0.0076470025815069675
36.56885788330668,-79.20634888723326,0.007904484868049622
36.56885860439743,-79.20633849881166,0.008162031881511211
36.56885932548817,-79.20632799874893,0.008419639430940151
36.56886004657891,-79.20631761049779,0.00867729727178812
36.56886076711963,-79.20630711043505,0.008935006335377693
36.568861398005275,-79.20629672201346,0.00919276475906372
36.56886211909602,-79.20628622212118,0.009450573474168777
36.56886274998167,-79.20627583369958,0.00970842782407999
36.56886347107241,-79.20626533363685,0.009966335259377956
36.56886410140803,-79.20625494538571,0.010224295780062675
36.568864732293676,-79.20624444532297,0.010482302866876125
36.56886536317933,-79.20623394526024,0.01074035745114088
36.56886599406497,-79.2062234451975,0.010998459532856941
36.56886662495062,-79.20621305694635,0.01125660352408886
36.56886725583627,-79.20620255688362,0.01151479035615921
36.56886788672192,-79.20619205682088,0.011773023754358292
36.56886851760756,-79.20618166856974,0.01203130278736353
36.568869058288115,-79.20617116850701,0.01228962279856205
36.56886968917376,-79.20616066844427,0.012547999620437622
36.56887022985431,-79.20615016838154,0.012806423008441925
36.568870770534865,-79.20613966831881,0.013064882718026638
36.56887131121542,-79.20612916842651,0.013323393650352955
36.56887194210106,-79.20611866836379,0.013581961393356323
36.568872482781615,-79.20610827994219,0.013840565457940102
36.56887293325707,-79.20609777987946,0.01409921795129776
36.568873473937614,-79.20608727998717,0.014357931911945343
36.56887401461817,-79.20607677992443,0.014616690576076508
36.56887455529872,-79.2060662798617,0.014875479973852634
36.568875005774174,-79.20605577979896,0.015134328044950962
36.56887554645473,-79.20604527973623,0.015393217094242573
36.568875996930174,-79.2060347796735,0.01565214991569519
36.56887644795566,-79.20602416796962,0.015911133959889412
36.56887698863621,-79.20601366790689,0.01617015339434147
36.56887743911167,-79.20600316784414,0.01642921194434166
36.56887788958712,-79.20599266795186,0.01668831706047058
36.568878340062575,-79.20598216788912,0.016947472468018532
36.56887879053803,-79.20597166782639,0.017206672579050064
36.568879241563515,-79.20596116776366,0.017465924844145775
36.56887969203897,-79.20595066770092,0.017725227400660515
36.568880052309325,-79.20594005599705,0.017984583973884583
36.56888050278478,-79.2059295559343,0.018243985250592232
36.568880863605166,-79.20591905587158,0.018503442406654358
36.56888131408062,-79.20590855597929,0.018762946128845215
36.568881674350976,-79.20589794410496,0.019022494554519653
36.56888212482643,-79.20588744421268,0.01928209699690342
36.56888248564682,-79.20587694414994,0.019541747868061066
36.56888284591717,-79.20586633227562,0.019801443442702293
36.56888320673756,-79.20585583238332,0.020061198621988297
36.56888356700792,-79.205845220509,0.020320996642112732
36.56888383707318,-79.2058347206167,0.020580846816301346
36.56888419789357,-79.20582422055398,0.020840734243392944
36.56888455816392,-79.2058136088501,0.021100686863064766
36.56888482877922,-79.20580310878736,0.021360673010349274
36.568885098844476,-79.20579249708348,0.021620703861117363
36.56888545966486,-79.20578199702075,0.02188079245388508
36.56888572973012,-79.20577138514642,0.02214091643691063
36.568886000345415,-79.20576088525414,0.022401083260774612
36.56888627041067,-79.2057502733798,0.022661296650767326
36.56888645082087,-79.20573977348752,0.022921543568372726
36.56888672088613,-79.20572916161319,0.023181816563010216
36.568886901296324,-79.20571866172091,0.023442145437002182
36.56888717136158,-79.20570804984659,0.023702524602413177
36.56888735177178,-79.2056974381427,0.023962926119565964
36.56888753218197,-79.20568693807998,0.02422337979078293
36.568887712592165,-79.20567632637609,0.024483870714902878
36.568887892452324,-79.20566571467221,0.024744397029280663
36.56888807286252,-79.20565521460948,0.02500496804714203
36.56888825327271,-79.2056446029056,0.025265580043196678
36.56888843313288,-79.2056339911165,0.025526242330670357
36.568888523337975,-79.205623491139,0.025786984711885452
36.56888861354307,-79.20561287934989,0.026047827675938606
36.56888879395326,-79.205602267646,0.026308715343475342
36.56888888360833,-79.20559165594213,0.0265696719288826
36.56888897381343,-79.20558115587939,0.026830701157450676
36.56888906401853,-79.20557054409029,0.027091773226857185
36.56888906401853,-79.20555993238641,0.027352888137102127
