"position","name","points","dropped","clubname","countrycode","irating","avgfinish","topfive","starts","lapslead","wins","incidents","division","weekscounted","laps","poles","avgstart","custid"
27,"James Nelson11",316.0,0,"","US",2542,5.0,9,11,0,0,29,3,3,123,0,4.0,905838
28,"Jussi Pohjola2",311.5,0,"","FI",3160,3.0,7,10,28,3,26,2,3,95,2,3.0,1109974
29,"Ludvig Degnes",310.5,0,"","NO",2181,5.0,8,12,23,2,70,5,3,132,2,5.0,1271910
30,"Mark Biri",308.5,0,"","HU",2028,7.0,11,27,46,3,197,4,3,249,3,5.0,646224
31,"Dennis Cav",306.5,0,"","TR",5633,2.0,29,33,180,18,69,1,2,297,18,2.0,1247926
32,"Crispin J Williamson",306.0,0,"","GB",6308,3.0,4,5,30,4,11,1,2,56,3,1.0,1269489
33,"Alexis Leyrit",304.21428679999997,0,"","FR",2085,7.0,12,43,0,0,166,3,3,473,0,9.0,1366703
34,"Martin Alvarez2",300.25,0,"","AR",2033,6.0,27,52,53,2,198,5,3,577,2,6.0,1086576
35,"Joan Pedret Botey",298.0,0,"","FR",3848,3.0,4,5,13,2,8,2,3,51,2,3.0,1202858
36,"Joan Jorda",296.0,0,"","ES",2449,5.0,5,9,0,0,22,3,3,104,0,6.0,1151059
37,"Tod Rhoades",295.65000150000003,0,"","US",1961,7.0,24,54,10,0,217,3,3,544,0,7.0,872587
38,"Rui Oliveira Teixeira",295.571426,0,"","MO",7055,1.0,40,41,241,34,75,1,2,369,33,1.0,845556
39,"Gabriel Benitez",293.5,0,"","ES",5109,2.0,28,31,149,15,43,1,2,274,21,1.0,1143961
40,"Bence Papp2",292.5,0,"","HU",1899,7.0,4,12,1,0,70,4,3,110,0,6.0,1200382
41,"Paweł Fabisiewicz",289.0,0,"","PL",2165,3.0,3,3,15,1,11,3,3,33,0,4.0,1264368
42,"Roel de Fouw",288.0,0,"","NL",5425,2.0,23,24,142,12,56,1,2,251,16,1.0,209147
43,"Liberato Augusto Barambio Hernandez",286.571426,0,"","ES",1655,7.0,54,113,119,8,359,4,3,1010,7,7.0,1277953
44,"Austin A Nelson",284.9999999,0,"","US",2010,7.0,11,22,18,1,125,5,3,235,1,6.0,1334712
45,"Syver Aasvestad Sandvik",284.0,0,"","NO",6056,2.0,6,7,48,6,31,1,2,68,6,1.0,951267
46,"Eugene Patin",283.488884,0,"","US",1720,7.0,21,55,117,11,275,4,3,482,7,5.0,1073593
47,"Hajrudin Balic2",280.0,0,"","CA",1729,4.0,7,10,27,3,52,8,3,99,1,7.0,725209
48,"Gino Liu",280.0,0,"","US",2276,6.0,10,21,8,1,94,3,3,210,0,5.0,1129406
49,"Noah Rogerson",278.5,0,"","GB",1890,6.0,24,52,59,8,386,11,3,506,6,6.0,1372908
50,"Gabriel Cabrera Vicente",278.25,0,"","BR",2501,4.0,16,21,25,3,103,11,3,197,1,6.0,1315481
51,"João Crespo2",275.0,0,"","PT",2520,6.0,3,6,9,1,40,2,3,71,0,8.0,1248133
52,"Philip Gynn",273.6666641,0,"","GB",1855,6.0,10,19,6,2,159,6,3,195,0,7.0,1331158
53,"Mathias Klein",273.0,0,"","DE",4754,2.0,3,3,15,1,0,1,2,33,1,2.0,114183
54,"Eetu Vehanen",272.5,0,"","FI",2465,5.0,7,10,45,3,47,3,2,108,3,4.0,1142053
55,"Juha Manninen",272.0,0,"","FI",2053,5.0,7,11,25,2,33,5,3,123,2,4.0,397378
56,"Hubert Rzeszutek",272.0,0,"","PL",2158,6.0,4,6,0,0,26,4,3,58,0,7.0,860411
57,"Dima Syrkin2",268.666672,0,"","BY",4330,3.0,13,15,40,4,64,1,2,152,0,4.0,922603
58,"Duane Busch",268.5,0,"","US",3021,5.0,6,10,12,2,44,2,3,102,0,5.0,959109
59,"João Santos15",268.0,0,"","PT",1772,4.0,6,8,19,2,53,11,3,92,0,5.0,1201886
60,"Elliott Golden2",267.0,0,"","US",2206,5.0,4,4,0,0,15,5,3,48,0,8.0,1373717
61,"Vasiliy Drach",266.5,0,"","KZ",1748,6.0,5,9,13,1,29,5,3,79,1,5.0,1295457
62,"Jon Moll",264.899994,0,"","CA",3615,4.0,28,34,84,5,123,2,2,305,7,3.0,989796
63,"Pedro Pinto10",264.0,0,"","PT",2080,6.0,3,6,0,0,22,3,3,59,0,8.0,1274126
64,"Andre O Sousa",263.0,0,"","BR",4707,5.0,3,5,10,1,13,1,2,45,2,2.0,496573
65,"Elijah K White",263.0,0,"","US",3309,5.0,3,5,18,1,15,1,2,59,2,2.0,1151613
66,"Phil Berry",262.0,0,"","AQ",2334,7.0,8,20,1,0,59,3,3,227,0,8.0,63792
67,"Mukul Singh4",260.0,0,"","CA",1727,5.0,7,12,57,5,49,11,3,129,5,2.0,1381848
68,"Pedro Fontana",258.333328,0,"","BR",4635,3.0,11,13,78,6,30,1,2,189,6,2.0,602537
69,"Jiaye Zhu",257.91666399999997,0,"","CN",3142,3.0,31,37,201,17,114,11,2,432,20,3.0,1395257
70,"Shizdy Koolam",257.214287,0,"","TH",2615,6.0,17,34,17,1,162,3,3,443,1,5.0,1385329
71,"Benoit Ricciardi",256.5,0,"","FR",1773,6.0,6,9,11,1,60,6,3,101,0,6.0,1371409
72,"Luca Bono",256.5,0,"","IT",3615,5.0,6,9,2,0,44,2,2,111,2,4.0,1244989
73,"Ron Rickerton",256.5,0,"","US",2724,5.0,5,9,0,0,25,2,3,93,0,5.0,816793
74,"Izan Muñoz",256.0,0,"","ES",3630,5.0,7,10,0,0,37,2,2,89,0,4.0,1100278
75,"Hayden Israel",255.0,0,"","US",1811,2.0,6,6,33,3,23,11,3,66,1,5.0,1384356
76,"Munehisa Miyakawa",254.0,0,"","JP",2620,5.0,3,4,17,1,17,2,2,39,1,4.0,633367
77,"Michael C Burnett",253.5,0,"","US",1826,7.0,14,41,0,0,130,5,3,450,0,7.0,992830
78,"Martin Fleurent2",251.0,0,"","CA",2017,6.0,6,13,12,1,66,5,3,161,0,5.0,302541
79,"Pedro Salazar2",249.06060789999998,0,"","PT",1665,6.0,27,57,169,10,442,11,3,631,23,4.0,1340808
80,"Mario Ras",249.0,0,"","ZA",4614,2.0,7,8,78,6,23,1,2,102,4,2.0,1012883
81,"Chris Newson3",249.0,0,"","CA",1653,6.0,10,20,40,3,146,11,3,190,5,4.0,1391508
82,"Alin Alexe",249.0,0,"","CH",2023,7.0,8,16,24,2,68,4,3,158,3,6.0,1002940
83,"Matthew Burns6",249.0,0,"","US",2350,6.0,5,10,9,1,45,3,3,96,0,6.0,812188
84,"Juan Requena",248.887497,0,"","ES",2259,6.0,48,104,40,3,552,5,3,1224,3,6.0,1256216
85,"Leon Knight",248.0,0,"","GB",3742,5.0,4,6,12,2,64,1,2,55,0,7.0,1210502
86,"Robert E. Brown",248.0,0,"","GB",3052,6.0,3,6,1,1,29,2,2,54,0,5.0,38836
87,"Daniel Ruiz9",248.0,0,"","ES",1796,6.0,6,10,0,0,38,5,3,85,0,7.0,1379474
88,"Ryan Webb6",247.75,0,"","US",2037,7.0,6,17,0,0,99,4,3,144,0,7.0,1095675
89,"Mike D Morgan",247.0,0,"","ENG",3287,5.0,4,6,14,1,33,2,2,62,0,5.0,487456
90,"Pratik Hopal",246.9444427,0,"","IN",1512,6.0,26,56,46,2,333,8,3,443,4,5.0,1291975
91,"Daniel Avelino",246.5,0,"","BR",2488,6.0,7,16,9,1,72,4,3,186,0,6.0,1075915
92,"Kevin Eichler",246.0,0,"","US",2146,6.0,3,8,6,0,25,4,3,78,0,7.0,463162
93,"Luke Ross4",245.5,0,"","NZ",1598,5.0,11,18,65,5,93,11,3,172,10,3.0,1392274
94,"Jordan Scobie2",245.0555572,0,"","AU",1602,6.0,33,73,148,12,671,11,3,765,16,6.0,1309824
95,"Nahuel Gallego",245.0,0,"","AR",3143,6.0,4,9,22,2,35,2,2,90,0,5.0,1108558
96,"Louis Choi-Mahoney",244.1666641,0,"","AU",1641,4.0,10,15,88,9,57,10,3,148,7,5.0,1131835
97,"Harrison Gough",244.0,0,"","AU",3361,5.0,5,8,2,0,36,2,2,95,0,5.0,1135037
98,"Greg Boyce",243.5,0,"","US",3462,4.0,6,8,50,3,32,2,2,108,4,2.0,969500
99,"Harrison Whitticombe",243.0,0,"","GB",1594,5.0,5,8,29,3,76,11,3,81,4,4.0,1383858
100,"Adris Adri",242.0,0,"","ES",1504,6.0,8,16,39,5,150,11,3,128,4,5.0,1283155
101,"Ryan Woodrow",241.0,0,"","US",4684,6.0,1,3,0,0,14,1,3,32,2,2.0,420983
102,"Franklin Souza",240.666664,0,"","BR",2539,6.0,9,15,20,1,52,2,2,130,2,4.0,318799
103,"John Bomar",240.3333359,0,"","US",1279,6.0,8,21,62,7,182,7,3,192,6,4.0,1200713
104,"Ryan Coombes2",240.2000046,0,"","AU",1609,6.0,20,40,39,3,180,8,3,400,2,6.0,1274985
105,"Guillaume Ferrus",239.6666641,0,"","FR",1507,7.0,7,14,12,1,78,11,3,114,2,7.0,1336679
106,"Oscar Knight",239.0,0,"","GB",2062,5.0,4,6,15,1,25,4,2,78,1,5.0,1370610
107,"Angelos Mitkas",239.0,0,"","GR",1992,5.0,6,7,0,0,11,3,3,75,0,7.0,806463
108,"Frankie Dee",239.0,0,"","US",4344,2.0,3,3,0,0,3,1,2,33,0,3.0,511560
109,"Christopher Merkel",238.0,0,"","DE",2170,3.0,7,8,31,2,29,5,2,108,3,4.0,1367819
110,"Joris Pinoy",238.0,0,"","BE",1420,6.0,6,10,10,1,57,8,3,92,0,7.0,957470
111,"Sophia Oliveira",237.6666641,0,"","BR",2059,5.0,22,33,42,4,210,11,3,296,9,4.0,1395786
112,"Javier Casero romo",237.666664,0,"","ES",4018,3.0,11,12,87,7,38,1,2,162,5,3.0,413596
113,"Niko Boban",237.2777786,0,"","HR",1813,6.0,37,72,218,18,561,11,3,597,11,7.0,1394879
114,"Thijs Janssen2",237.25,0,"","NL",1781,6.0,13,24,35,2,134,6,3,258,2,6.0,1384651
115,"Gianluca Pieta",237.0,0,"","BR",1573,7.0,6,16,37,4,72,5,3,110,5,5.0,1074547
116,"Kevin Lagace",237.0,0,"","CA",1597,1.0,3,3,16,2,10,11,3,32,0,5.0,1281098
117,"Denis Kiriakopoulos",237.0,0,"","CH",3938,4.0,5,7,2,0,20,1,2,87,0,4.0,35982
118,"Edward Ciocca",236.5,0,"","US",1895,6.0,4,8,5,0,35,5,3,100,1,5.0,1076969
119,"Hernan Bosqued",236.199997,0,"","AR",2822,5.0,13,21,43,3,92,2,2,263,3,3.0,1034526
120,"Fernando LopezM",236.03333279999998,0,"","MX",1898,7.0,13,44,8,1,166,5,3,506,1,7.0,439067
121,"Jake Havemann",236.0,0,"","US",1534,5.0,4,10,17,2,75,11,3,90,0,4.0,1385458
122,"Tommy Blais3",235.0,0,"","CA",1440,6.0,12,25,37,2,162,7,3,277,5,4.0,1377277
123,"Leon Remondo van Bokhorst",235.0,0,"","NL",1601,4.0,7,8,23,2,16,8,3,80,2,3.0,981717
124,"Shawn Doyle",235.0,0,"","AU",5971,2.0,2,2,20,1,6,1,2,24,2,1.0,421968
125,"Shintaro Ichimura",234.833336,0,"","JP",2851,5.0,9,17,22,1,82,2,2,200,1,4.0,358052
126,"Timothy Bankston",234.0,0,"","US",1608,3.0,5,6,10,2,32,11,3,54,1,3.0,1380108
127,"Emre Yüzbasioglu",234.0,0,"","TR",3291,3.0,5,5,0,0,9,2,2,45,0,4.0,1362131
128,"Lucas Craig",234.0,0,"","AU",4989,3.0,3,3,0,0,4,1,2,33,0,4.0,1059557
129,"Brad R Lloyd",233.666664,0,"","WLS",3015,5.0,14,27,8,2,87,2,2,238,1,5.0,1223499
130,"Víctor José Santano",233.5,0,"","ES",1519,7.0,9,23,5,1,116,6,3,242,1,7.0,1272181
131,"Artem Shinkarev",233.0,0,"","US",1339,5.0,6,10,47,4,73,7,3,96,1,3.0,1194783
132,"Augusto Paschetta2",233.0,0,"","AR",1583,3.0,5,6,22,3,19,11,3,54,2,5.0,1392417
133,"Chen Shenki",232.5,0,"","CN",1802,6.0,4,9,0,0,60,4,3,86,0,7.0,1336170
134,"Mitchel Even2",232.0,0,"","US",1715,4.0,7,9,9,1,29,11,3,75,1,5.0,1393070
135,"Thomas Hill7",232.0,0,"","GB",2911,7.0,2,4,0,0,33,2,2,35,0,10.0,875722
136,"Jonathan Hoad",231.5,0,"","ENG",1515,5.0,6,13,28,3,104,8,3,113,3,4.0,1164928
137,"Bruno Marchand",230.0,0,"","BE",1807,4.0,8,10,0,0,58,11,3,115,0,7.0,1327407
138,"Bradley Waid",229.5,0,"","US",1479,6.0,6,12,8,1,81,7,3,123,1,4.0,1315428
139,"Jack Riley4",229.3333359,0,"","SK",1922,5.0,8,14,0,0,97,11,3,124,0,8.0,1149724
140,"Victor Lorenzo Puga",229.0,0,"","ES",1669,6.0,6,14,4,0,43,6,3,122,0,6.0,441912
141,"Sean St. Cyr",228.0999985,0,"","US",1570,7.0,14,34,38,2,208,6,3,376,4,4.0,1176351
142,"Ivo Viana",228.0,0,"","PT",1567,6.0,5,11,15,1,57,7,3,117,1,5.0,1250118
143,"Natasa Matovic",228.0,0,"","RS",2615,4.0,5,7,0,0,58,3,2,62,0,4.0,1289984
144,"Carson Knupp",227.6666641,0,"","US",1384,6.0,9,19,44,3,128,8,3,189,5,5.0,1324713
145,"Manuel Dambacher",227.666664,0,"","FR",2573,6.0,14,28,15,1,100,3,2,318,1,5.0,1137112
146,"Guangyao Wang",227.5,0,"","CN",3064,6.0,3,7,7,0,32,2,2,65,0,7.0,994592
147,"Agustin Ruggeri",226.5,0,"","AR",1454,6.0,8,15,65,5,77,11,3,116,4,4.0,1380943
148,"Frank Binnendijk",226.5,0,"","NL",2778,5.0,5,7,16,1,6,2,2,59,2,4.0,69111
149,"Kristian Matić",226.3333359,0,"","HR",1781,5.0,6,11,9,1,39,5,3,94,2,5.0,1367497
150,"Rob C Johnson",226.0,0,"","ENG",3170,5.0,10,14,0,0,46,2,2,125,2,5.0,1004666
151,"Zack Schauer",225.6666641,0,"","US",1646,5.0,11,21,49,4,153,11,3,212,6,4.0,1379738
152,"Henry Linforth",225.5,0,"","GB",2437,5.0,7,10,11,1,56,3,2,90,1,5.0,721638
153,"Angelo Goumas",225.333328,0,"","AU",2401,5.0,30,47,27,2,119,4,3,520,1,6.0,153593
154,"Edgar Said Perez Moguez",225.0,0,"","MX",1319,6.0,9,23,37,5,195,11,3,181,2,5.0,1396427
155,"Manuel Gallegos",224.5,0,"","ES",1619,4.0,10,15,28,3,126,11,3,175,1,6.0,1395551
156,"Joaquin Wigley",224.0,0,"","AR",1897,5.0,3,6,13,1,39,5,2,64,2,4.0,1287455
157,"Tuukka Heiman",223.5,0,"","FI",2665,4.0,6,8,28,3,19,3,2,64,3,2.0,868126
158,"JD Flores",223.25,0,"","US",1735,5.0,12,18,9,1,75,8,3,162,1,4.0,1377824
159,"Roberto Soto Gomez",223.0,0,"","ES",1470,4.0,6,10,33,4,52,9,3,93,1,4.0,1156404
160,"Mark Mifsud",222.0,0,"","MT",5112,2.0,8,8,57,4,9,1,2,96,4,2.0,761111
161,"Dennis Hora",221.5,0,"","AU",1630,6.0,12,27,0,0,97,5,3,289,0,8.0,1330072
162,"Victor Bravo",221.0,0,"","US",1642,5.0,4,5,0,0,25,6,3,54,0,10.0,1261077
163,"Xia Zhihong",220.5952377,0,"","CN",1674,6.0,39,81,77,6,457,11,3,779,3,5.0,1271449
164,"Paulius Rudminas",220.0,0,"","LT",2240,3.0,3,4,9,1,14,4,2,48,2,4.0,1236247
165,"Jakub Borowiak",220.0,0,"","PL",2040,4.0,3,5,3,1,15,4,2,51,0,5.0,476351
166,"Shinasi Osmani2",220.0,0,"","MK",1577,6.0,4,6,3,0,22,11,3,52,0,6.0,1379885
167,"Roger Jenkins3",218.0,0,"","US",1297,4.0,8,12,25,2,59,9,3,126,1,8.0,1097371
168,"Dominic Staufer",218.0,0,"","CH",2173,8.0,4,9,15,1,40,3,3,100,1,6.0,1378052
169,"Alexander Smith17",217.5,0,"","US",1962,7.0,7,23,0,0,156,4,3,207,0,7.0,811874
170,"Todd Sarris",217.0,0,"","AU",1554,3.0,5,6,50,4,12,10,3,59,5,2.0,1241084
171,"Pietro Giganti",217.0,0,"","US",1718,4.0,7,9,14,0,37,11,3,91,2,4.0,1387403
172,"Stuart Martin Milne",217.0,0,"","SCT",2689,5.0,2,3,0,0,4,2,3,33,0,8.0,737285
173,"John Monsalve",216.542862,0,"","US",2510,5.0,37,65,46,3,231,4,2,800,2,5.0,976488
174,"Jürmo Harak",216.5,0,"","EE",1503,4.0,10,13,42,4,49,11,3,155,3,4.0,1202944
175,"Risto Westman",216.0,0,"","FI",3805,3.0,2,2,0,0,0,2,2,24,0,4.0,730263
176,"Michal Zajezierski",215.75,0,"","PL",2909,5.0,11,16,18,3,52,2,2,150,0,6.0,1168926
177,"C Kelly",215.6666641,0,"","SCT",1630,6.0,12,25,73,7,108,7,3,196,7,3.0,157195
178,"David Asbury",215.5,0,"","GB",2521,4.0,4,7,0,0,14,3,2,63,0,6.0,493489
179,"Pau Viñuela",215.3333359,0,"","ES",1664,4.0,13,18,32,4,77,11,3,166,1,6.0,1385755
180,"Taebok Kim",214.6666718,0,"","KR",1525,6.0,10,23,23,2,94,8,3,244,1,6.0,981530
181,"André Cruz7",214.5,0,"","BR",1736,6.0,14,34,19,4,144,11,3,328,2,7.0,1380110
182,"Jukka Tapani",214.25,0,"","FI",2083,6.0,16,35,38,4,142,4,2,380,5,5.0,877017
183,"Tim Kalinowski",214.0,0,"","AU",1321,6.0,5,10,11,1,83,9,3,84,2,3.0,1310372
184,"David Alonso8",213.5,0,"","ES",1418,4.0,12,18,66,7,86,11,3,146,6,3.0,1153948
185,"Matyáš Mitánek",213.3333359,0,"","CZ",1432,5.0,11,17,42,4,125,11,3,153,2,6.0,1397137
186,"Jeremy Brückner",213.1999969,0,"","DE",2276,4.0,18,23,52,5,124,7,2,175,5,5.0,1290482
187,"Christen Barton",213.0,0,"","GB",1640,6.0,14,27,24,2,135,7,3,246,2,4.0,1369294
188,"Connor Wagland",213.0,0,"","CA",1710,6.0,2,8,11,1,34,5,3,89,0,5.0,1375181
189,"Simone Sciascia",212.25,0,"","IT",1784,7.0,7,23,20,2,107,5,3,235,1,6.0,1329604
190,"Keiano Weir",212.0,0,"","NZ",3277,4.0,5,6,0,0,43,2,2,73,0,7.0,429239
191,"Gustavo Hinz",211.785713,0,"","BR",2863,4.0,41,57,116,8,257,3,2,816,6,3.0,1357220
192,"Christopher Bosch",211.5,0,"","CA",1821,4.0,8,12,46,2,20,11,3,139,5,4.0,1392336
193,"Joshua Simmers",211.5,0,"","US",1348,4.0,6,8,11,2,55,7,3,96,0,6.0,1326027
194,"Pedro P. Costa",211.0,0,"","PT",1386,5.0,11,16,18,2,129,10,3,141,1,5.0,1324986
195,"Lucas Do Nascimento",211.0,0,"","FR",1475,5.0,5,7,18,2,28,11,3,71,2,3.0,1392841
196,"Jacob Hudlow2",211.0,0,"","US",1566,3.0,4,4,6,1,12,11,3,45,0,5.0,1392665
197,"Daan-Robert de Graaff",211.0,0,"","NL",2828,5.0,2,2,0,0,8,2,2,18,0,9.0,706707
198,"Andres Ache",211.0,0,"","ES",2421,6.0,2,4,0,0,8,3,2,48,0,9.0,782158
199,"Nixon Cripps",210.5,0,"","NZ",2041,4.0,5,8,12,3,53,5,2,68,0,6.0,848907
200,"Sigi Morawski",210.4285736,0,"","BE",1645,7.0,16,53,16,3,319,5,3,609,0,7.0,1362418
201,"Tom E Norris",210.1666641,0,"","US",1542,6.0,10,21,25,3,149,7,3,222,1,6.0,1287638
202,"Phil Diggens4",210.0,0,"","GB",1393,6.0,5,12,17,1,89,7,3,96,3,4.0,903632
203,"John Webster2",210.0,0,"","GB",1600,6.0,11,25,0,0,104,6,3,319,0,9.0,1107358
204,"Yuto Sato",210.0,0,"","JP",3186,6.0,2,3,0,0,24,2,3,33,0,9.0,635869
205,"Vince Verrette",210.0,0,"","CA",1946,8.0,1,5,0,0,20,4,3,47,0,7.0,140577
206,"Jordan Lawrence",209.6666641,0,"","CA",1482,6.0,11,20,17,2,148,11,3,175,1,6.0,1377545
207,"Pontus Palm",209.5,0,"","SE",2625,4.0,6,9,24,3,28,3,3,85,2,5.0,875378
208,"Sebastian Brizzi",209.5,0,"","AR",1692,5.0,7,10,18,2,61,7,3,91,1,5.0,1331995
209,"Thiago Amari2",209.4000015,0,"","AR",1520,6.0,10,25,21,2,121,9,3,217,1,9.0,1304953
210,"Hrvoja R Jezidzic",209.3333359,0,"","HR",1452,6.0,16,34,50,4,293,11,3,341,4,5.0,1293877
211,"Aaron Blaiotta",209.199997,0,"","AR",2448,6.0,11,20,47,3,99,3,3,257,4,3.0,1146221
212,"Nathan Morony",209.0,0,"","SB",3550,7.0,6,17,28,3,97,1,2,155,5,4.0,1005511
213,"Evan Little3",208.5,0,"","CA",1230,6.0,32,65,71,5,358,11,3,561,10,5.0,1394630
214,"Payton Talbot",208.5,0,"","US",2136,6.0,7,13,26,3,73,4,2,118,3,3.0,422059
215,"Vincent Kearns",208.5,0,"","IE",1316,7.0,4,10,16,1,37,7,3,59,2,5.0,1287959
216,"Vitor Pires",207.5,0,"","PT",1376,7.0,9,24,3,1,172,11,3,234,1,6.0,1366002
217,"Griffin Mullins",207.5,0,"","US",1398,6.0,6,12,15,1,51,8,3,122,3,5.0,1366207
218,"James Clapham3",207.0,0,"","GB",1497,6.0,4,8,10,1,54,11,3,74,1,5.0,1392560
219,"Bogos Botond",207.0,0,"","HU",1648,3.0,3,3,4,1,24,11,3,33,0,6.0,1024303
220,"Bruno A Pires",206.875,0,"","PT",1617,6.0,17,50,4,0,203,7,3,613,1,10.0,1357490
221,"Galga Arozarena",206.625,0,"","AR",1439,6.0,32,75,59,7,588,11,3,705,3,6.0,1390522
222,"RG Wtenweerde",206.0238037,0,"","NL",1470,7.0,19,50,0,0,273,7,3,522,0,8.0,378277
223,"Brock Adams2",206.0,0,"","AU",2422,4.0,4,5,14,2,27,3,2,69,0,6.0,1355152
224,"Alexander Kraus2",206.0,0,"","DE",1716,5.0,5,11,3,1,100,11,3,103,2,5.0,1337619
225,"Finn Heald",206.0,0,"","NZ",1408,7.0,3,6,6,1,18,11,3,31,0,10.0,1069164
226,"Kevin Wilde",205.5,0,"","CA",1182,5.0,9,16,36,4,163,9,3,143,3,4.0,1253093
227,"Carson Cobb2",205.5,0,"","US",2068,4.0,10,13,25,3,47,11,2,117,3,4.0,1158875
228,"Vincent Giguere",205.5,0,"","CA",1640,5.0,7,10,9,1,66,11,3,93,2,5.0,1375522
229,"Damienm Pooley",205.0,0,"","AU",1447,5.0,9,14,40,3,61,9,3,109,2,3.0,1313942
230,"Saverio Ferraro",205.0,0,"","US",2205,8.0,2,5,0,0,30,3,3,50,0,6.0,914684
231,"Dinos Xanthopoulos",205.0,0,"","GR",2122,6.0,1,3,0,0,13,4,3,33,0,6.0,1331868
232,"Juan Martín Hoyos",204.0,0,"","CO",1270,5.0,7,11,19,1,74,9,3,113,2,5.0,1243515
233,"Brock Kennedy",204.0,0,"","AU",1635,4.0,4,5,7,1,35,11,3,51,0,5.0,1360049
234,"Norbert Jaskuła",204.0,0,"","PL",1576,6.0,8,15,4,0,143,11,3,160,0,6.0,1358729
235,"Jason Lafitte",203.75,0,"","US",1526,6.0,12,32,12,2,231,11,3,324,2,5.0,1273732
236,"Daniel Brito2",203.0,0,"","BR",1453,5.0,6,12,38,2,93,11,3,133,1,4.0,1388164
237,"Dominik Schwarz4",203.0,0,"","CZ",1520,5.0,4,6,13,2,46,11,3,49,2,3.0,1375149
238,"Paolo Bagno Bergoglio",203.0,0,"","IT",1554,4.0,9,10,16,1,50,11,3,107,0,3.0,1260940
239,"Aaron Johnson32",203.0,0,"","NZ",1440,6.0,6,12,9,1,70,8,3,130,0,6.0,1285625
240,"Braden Lynn",203.0,0,"","US",1406,6.0,5,8,6,1,54,11,3,57,0,5.0,1376819
241,"Angel Tabernero",202.800003,0,"","ES",2133,6.0,9,22,34,2,112,4,2,297,1,7.0,417921
242,"Steven Cone2",202.6666641,0,"","WLS",1550,7.0,8,22,16,1,126,6,3,248,1,7.0,1341601
243,"Mikołaj Kornijczuk2",202.5,0,"","PL",2223,4.0,5,6,45,3,25,11,2,76,4,2.0,1374269
244,"Pablo Trueba",202.5,0,"","ES",1326,7.0,5,11,0,0,87,11,3,80,0,8.0,1394883
245,"Victor Palanca",202.0,0,"","ES",2002,6.0,2,3,0,0,9,5,2,25,0,7.0,1039452
