"position","name","points","dropped","clubname","countrycode","irating","avgfinish","topfive","starts","lapslead","wins","incidents","division","weekscounted","laps","poles","avgstart","custid"
21,"Greg Boyce",367.5,0,"","US",3534,3.0,7,9,59,4,33,2,3,117,4,2.0,969500
22,"Miguel Lozano",367.0,0,"","ES",3295,3.0,10,12,24,3,17,2,3,126,3,3.0,154768
23,"Guilherme Schlemper",355.5,0,"","BR",3322,3.0,10,10,15,1,26,2,3,96,1,5.0,1310863
24,"Tony Alberts",355.0,0,"","US",3232,4.0,8,10,27,2,30,2,3,114,3,3.0,878678
25,"Oscar Knight",354.0,0,"","GB",2130,5.0,6,10,15,1,37,4,3,114,1,5.0,1370610
26,"Bogdan Krystek",348.407143,0,"","CA",2790,6.0,65,125,102,8,563,4,3,1246,16,4.0,1147090
27,"Nahuel Gallego",347.0,0,"","AR",3190,6.0,6,11,29,2,41,2,3,108,1,5.0,1108558
28,"Mikołaj Kornijczuk2",345.071426,0,"","PL",3082,4.0,24,33,89,10,137,11,3,301,7,4.0,1374269
29,"Scott Cooper7",341.333328,0,"","AU",3034,4.0,26,31,48,4,106,3,3,347,7,4.0,1196186
30,"Marcellus Allen2",341.119049,0,"","US",2708,6.0,40,71,11,2,273,3,3,760,1,10.0,1076146
31,"Manuel Dambacher",341.066666,0,"","FR",2708,6.0,22,45,23,2,179,3,3,471,2,6.0,1137112
32,"Joaquin Wigley",337.5,0,"","AR",2338,5.0,9,14,22,2,79,5,3,135,3,5.0,1287455
33,"Frankie Dee",337.0,0,"","US",4349,3.0,4,5,0,0,9,1,3,51,0,5.0,511560
34,"Varot Anuchatkul",331.952377,0,"","TH",2086,6.0,29,51,84,7,262,8,3,473,9,6.0,1301328
35,"Carson Krenz",329.41666399999997,0,"","US",3640,4.0,26,35,61,6,103,1,3,358,6,4.0,301961
36,"Alexandre La Boissonniere",328.3333359,0,"","CA",2456,6.0,27,51,89,7,275,6,3,525,8,4.0,1367417
37,"Maximus Morgan",325.0,0,"","AU",2845,3.0,3,3,0,0,9,2,3,33,0,4.0,1200052
38,"Lilian Fernandes",322.0,0,"","FR",2716,4.0,4,7,2,0,39,3,3,69,0,4.0,1168193
39,"Artur Obst2",321.25,0,"","PL",4302,3.0,16,18,53,7,40,2,3,168,4,4.0,1239666
40,"Jakub Borowiak",321.0,0,"","PL",2078,5.0,4,7,3,1,27,4,3,66,0,6.0,476351
41,"Jean Renzen2",321.0,0,"","NL",2646,5.0,8,14,5,0,58,4,3,144,1,5.0,1068840
42,"Shintaro Ichimura",320.5000001,0,"","JP",2496,6.0,11,27,22,1,124,2,3,283,1,5.0,358052
43,"Jussi Pohjola2",320.0,0,"","FI",3278,3.0,9,12,44,5,34,2,3,113,4,3.0,1109974
44,"Mark Mifsud",317.0,0,"","MT",5026,3.0,11,12,57,4,23,1,3,132,4,3.0,761111
45,"Joan Jorda",317.0,0,"","ES",2413,6.0,6,11,1,0,29,3,3,121,0,5.0,1151059
46,"James Nelson11",316.0,0,"","US",2583,4.0,10,12,4,0,31,3,3,132,0,4.0,905838
47,"Pedro Fontana",315.333328,0,"","BR",4569,3.0,11,14,78,6,33,1,3,198,6,3.0,602537
48,"Wouter Voesenek",314.416672,0,"","NL",5221,2.0,31,36,207,24,107,1,2,317,16,2.0,181845
49,"Paulius Rudminas",312.0,0,"","LT",2275,3.0,4,5,9,1,16,4,3,57,2,4.0,1236247
50,"Ludvig Degnes",310.5,0,"","NO",2181,5.0,8,12,23,2,70,5,3,132,2,5.0,1271910
51,"Mirko Orlandelli",309.5,0,"","IT",2161,7.0,9,21,8,0,160,3,3,212,0,7.0,1207312
52,"Mark Biri",308.5,0,"","HU",2021,7.0,12,29,46,3,207,4,3,263,3,5.0,646224
53,"Juan Requena",308.2208329,0,"","ES",2180,6.0,55,126,40,3,661,5,3,1413,3,6.0,1256216
54,"Dennis Cav",306.5,0,"","TR",5633,2.0,29,33,180,18,69,1,2,297,18,2.0,1247926
55,"Matthew Joseph Graham",306.5,0,"","GB",3085,3.0,6,7,27,3,62,2,2,75,1,5.0,512991
56,"Brendon Leigh",306.0,0,"","GB",5915,1.0,7,7,51,6,9,1,2,63,6,1.0,298036
57,"Crispin J Williamson",305.5,0,"","GB",6346,2.0,7,8,39,5,19,1,2,83,4,2.0,1269489
58,"Sebastian Girado",305.5,0,"","AR",1923,7.0,7,22,13,2,155,3,3,195,3,5.0,1224696
59,"Pino Palazzo",303.5,0,"","GB",4396,3.0,12,15,84,10,68,1,2,133,9,2.0,952603
60,"Gabriel Benitez",303.333328,0,"","ES",5245,2.0,32,35,168,18,48,1,2,310,24,1.0,1143961
61,"Liberato Augusto Barambio Hernandez",303.1547619,0,"","ES",2007,6.0,61,124,136,9,391,4,3,1106,8,7.0,1277953
62,"Michal Zajezierski",301.75,0,"","PL",2748,5.0,11,17,18,3,55,2,3,159,0,6.0,1168926
63,"Daniel Avelino",300.0,0,"","BR",2372,7.0,9,23,9,1,107,4,3,247,0,7.0,1075915
64,"Martin Fleurent2",299.5,0,"","CA",1988,6.0,7,17,12,1,79,5,3,188,0,6.0,302541
65,"Joan Pedret Botey",298.0,0,"","FR",3664,3.0,4,5,13,2,8,2,3,51,2,3.0,1202858
66,"Rui Oliveira Teixeira",295.142852,0,"","MO",7213,1.0,51,52,326,45,80,1,2,468,44,1.0,845556
67,"Martin Alvarez2",295.0833359,0,"","AR",1940,6.0,27,54,53,2,211,5,3,591,2,6.0,1086576
68,"Alexis Leyrit",294.0714268,0,"","FR",2107,7.0,21,66,8,1,261,3,3,668,1,9.0,1366703
69,"Jukka Tapani",293.84999849999997,0,"","FI",1797,7.0,22,54,48,4,250,4,3,527,5,6.0,877017
70,"Eugene Patin",292.988884,0,"","US",1742,7.0,23,60,125,12,304,4,3,510,7,5.0,1073593
71,"Mark Kerr2",291.0,0,"","AU",3147,5.0,3,4,0,0,2,2,3,42,0,4.0,232510
72,"Tod Rhoades",290.8499984,0,"","US",1741,7.0,27,67,18,1,288,3,3,638,0,7.0,872587
73,"Noah Rogerson",289.699997,0,"","GB",2356,6.0,32,65,59,8,466,11,3,623,6,6.0,1372908
74,"Paweł Fabisiewicz",289.0,0,"","PL",2165,3.0,3,3,15,1,11,3,3,33,0,4.0,1264368
75,"Stéphane Lesly",289.0,0,"","FR",2647,7.0,3,11,1,0,66,2,3,120,0,6.0,185825
76,"Rudi V F Randgaard",288.5000001,0,"","NO",1647,5.0,15,27,114,11,152,11,3,256,11,4.0,1394973
77,"Roel de Fouw",288.0,0,"","NL",5308,2.0,23,24,142,12,56,1,2,251,16,1.0,209147
78,"Ales Kacir2",287.5,0,"","CZ",2195,3.0,8,10,52,4,52,11,3,116,3,6.0,1398751
79,"Matias Ezequiel Marcomini",287.0,0,"","AR",2852,6.0,5,8,0,0,26,2,3,78,0,7.0,643280
80,"Karl Herbst",286.9523771,0,"","US",1817,7.0,20,50,60,4,288,6,3,429,4,5.0,1319825
81,"Ryan D Day",286.0,0,"","AU",2286,5.0,6,8,0,0,31,3,3,84,0,4.0,67256
82,"Austin A Nelson",284.9999999,0,"","US",1879,7.0,11,25,18,1,145,5,3,258,1,6.0,1334712
83,"Syver Aasvestad Sandvik",284.0,0,"","NO",6056,2.0,6,7,48,6,31,1,2,68,6,1.0,951267
84,"Tim Ellis",284.0,0,"","GB",2960,7.0,3,8,0,0,26,2,3,86,0,7.0,57247
85,"Hajrudin Balic2",280.0,0,"","CA",1731,4.0,9,12,27,3,63,8,3,117,1,7.0,725209
86,"Gino Liu",280.0,0,"","US",2277,6.0,10,22,8,1,98,3,3,219,0,5.0,1129406
87,"Mario Ras",279.0,0,"","ZA",4546,3.0,18,21,149,15,50,1,2,213,11,2.0,1012883
88,"Robert Samczyk",276.944443,0,"","PL",4175,4.0,36,42,73,8,230,2,2,364,9,4.0,734013
89,"Gabriel Cabrera Vicente",275.25,0,"","BR",2457,4.0,17,23,25,3,121,11,3,212,1,6.0,1315481
90,"João Crespo2",275.0,0,"","PT",2525,6.0,3,7,9,1,41,2,3,80,0,8.0,1248133
91,"Philip Gynn",273.6666641,0,"","GB",1735,6.0,10,21,6,2,175,6,3,204,0,7.0,1331158
92,"Juha Manninen",273.6666641,0,"","FI",1805,6.0,9,18,25,2,58,5,3,163,2,6.0,397378
93,"Eetu Vehanen",272.5,0,"","FI",2465,5.0,7,10,45,3,47,3,2,108,3,4.0,1142053
94,"Elliot Sneddon",272.0,0,"","GB",5117,2.0,3,3,15,1,13,1,2,33,0,5.0,723954
95,"Facundo Escobar Cello4",272.0,0,"","AR",1940,6.0,2,5,6,1,12,4,3,50,0,8.0,939587
96,"Hubert Rzeszutek",272.0,0,"","PL",2158,6.0,4,6,0,0,26,4,3,58,0,7.0,860411
97,"Bence Papp2",271.5,0,"","HU",1930,7.0,7,17,1,0,91,4,3,152,0,6.0,1200382
98,"Xavi Mf",270.8666687,0,"","ES",1968,7.0,17,39,2,0,154,5,3,392,2,7.0,1368024
99,"Harry Wicks",270.0,0,"","GB",3912,1.0,3,3,16,2,3,1,2,27,1,2.0,337855
100,"Duane Busch",268.5,0,"","US",2799,6.0,6,14,12,2,63,2,3,138,0,6.0,959109
101,"Mukul Singh4",268.0,0,"","CA",1931,5.0,10,17,65,6,69,11,3,174,5,3.0,1381848
102,"João Santos15",268.0,0,"","PT",1772,4.0,6,8,19,2,53,11,3,92,0,5.0,1201886
103,"Giacomo Perego",268.0,0,"","IT",1899,7.0,4,7,0,0,36,4,3,66,0,8.0,312511
104,"Ruben Nørgaard2",267.0,0,"","DK",1845,5.0,13,23,61,4,150,11,3,282,3,5.0,1389007
105,"Elliott Golden2",267.0,0,"","US",2206,5.0,4,4,0,0,15,5,3,48,0,8.0,1373717
106,"Vasiliy Drach",266.5,0,"","KZ",1851,6.0,6,11,13,1,41,5,3,94,1,5.0,1295457
107,"Tom Jarvis",265.3333359,0,"","US",1782,6.0,12,25,50,4,162,7,3,278,4,5.0,391267
108,"Bruno Carrió",265.0,0,"","AR",1812,7.0,14,40,20,2,269,4,3,495,0,6.0,1316090
109,"Javier Suárez",264.25,0,"","ES",2243,7.0,11,24,16,2,128,3,3,220,0,7.0,1031013
110,"Ben Parisi",264.0,0,"","US",1732,6.0,8,20,28,2,116,5,3,257,3,6.0,635175
111,"Pedro Pinto10",264.0,0,"","PT",2080,6.0,3,6,0,0,22,3,3,59,0,8.0,1274126
112,"Andre O Sousa",263.0,0,"","BR",4707,5.0,3,5,10,1,13,1,2,45,2,2.0,496573
113,"Shizdy Koolam",262.94505300000003,0,"","TH",3365,5.0,49,78,50,5,310,3,3,834,5,5.0,1385329
114,"Mal Boston2",262.59999849999997,0,"","GB",1773,6.0,14,32,47,4,240,6,3,301,4,5.0,837273
115,"Jon Moll",262.066666,0,"","CA",3848,4.0,44,53,99,6,199,2,2,476,7,3.0,989796
116,"Phil Berry",262.0,0,"","AQ",2334,7.0,8,20,1,0,59,3,3,227,0,8.0,63792
117,"Matthew Williams46",261.5,0,"","GB",2020,6.0,5,10,5,1,47,4,3,94,1,5.0,1090319
118,"Luke Ross4",260.1666641,0,"","NZ",1841,5.0,15,25,74,6,109,11,3,231,10,3.0,1392274
119,"Jarrod Seyfang",259.5,0,"","AU",1761,5.0,8,12,18,2,72,4,3,126,2,3.0,109711
120,"James Kelvin Goncalves Santos",259.0,0,"","BR",1768,7.0,9,28,47,3,170,4,3,239,5,6.0,967457
121,"Michael C Burnett",258.3333359,0,"","US",1899,6.0,15,42,1,0,136,5,3,459,0,7.0,992830
122,"Jiaye Zhu",257.91666399999997,0,"","CN",3142,3.0,31,37,201,17,114,11,2,432,20,3.0,1395257
123,"JW Lane",257.0,0,"","VN",5154,2.0,3,3,17,2,1,1,2,27,2,2.0,215331
124,"Ron Rickerton",256.5,0,"","US",2724,5.0,5,9,0,0,25,2,3,93,0,5.0,816793
125,"Izan Muñoz",256.0,0,"","ES",3630,5.0,7,10,0,0,37,2,2,89,0,4.0,1100278
126,"Hayden Israel",255.0,0,"","US",1683,2.0,6,6,33,3,23,11,3,66,1,5.0,1384356
127,"Lucas Thylin",255.0,0,"","SE",1758,1.0,5,5,47,3,3,11,3,57,4,1.0,1393341
128,"Sarah Van Fiepland2",255.0,0,"","DE",3243,3.0,3,3,0,0,14,2,2,39,0,6.0,1136204
129,"Munehisa Miyakawa",254.0,0,"","JP",2620,5.0,3,4,17,1,17,2,2,39,1,4.0,633367
130,"Giovanni Basso2",253.5,0,"","CL",1732,6.0,9,16,31,5,113,11,3,125,5,3.0,1392358
131,"Yuji Yamamoto3",253.5,0,"","JP",1718,7.0,9,26,5,0,122,5,3,297,1,5.0,1276946
132,"Sophia Oliveira",252.6666641,0,"","BR",2099,5.0,26,42,42,4,264,11,3,375,9,5.0,1395786
133,"C Kelly",251.33332819999998,0,"","SCT",1561,6.0,17,36,94,8,177,7,3,278,12,3.0,157195
134,"Marcelo Suita",250.875,0,"","BR",1523,6.0,26,54,260,23,162,8,3,414,18,6.0,931613
135,"Jonathan Hoad",250.75,0,"","ENG",1801,5.0,12,23,43,5,156,8,3,202,6,3.0,1164928
136,"Matthew Burns6",250.666664,0,"","US",2525,5.0,10,17,12,1,59,3,3,159,0,5.0,812188
137,"Simone Sciascia",250.5833359,0,"","IT",1883,6.0,12,33,33,3,145,5,3,324,3,6.0,1329604
138,"Luca Vecchies",250.375,0,"","IT",1806,6.0,17,35,57,3,288,11,3,471,9,4.0,1385276
139,"Charlie Mann2",250.0,0,"","GB",1565,4.0,5,6,30,2,21,11,3,56,0,5.0,1397214
140,"Dylan Ashtari",249.25,0,"","NL",1697,5.0,14,21,75,8,83,8,3,148,6,3.0,1224123
141,"Pedro Salazar2",249.06060789999998,0,"","PT",1665,6.0,27,57,169,10,442,11,3,631,23,4.0,1340808
142,"Alin Alexe",249.0,0,"","CH",2023,7.0,8,16,24,2,68,4,3,158,3,6.0,1002940
143,"Daniel Genis",248.0,0,"","US",1650,6.0,10,19,30,2,96,6,3,221,2,5.0,583341
144,"Robert E. Brown",248.0,0,"","GB",3103,5.0,5,8,10,2,35,2,2,72,0,4.0,38836
145,"Brent Mack Wall",248.0,0,"","US",1776,6.0,8,15,12,1,73,6,3,149,0,7.0,379403
146,"Daniel Ruiz9",248.0,0,"","ES",1832,6.0,7,11,0,0,47,5,3,94,0,7.0,1379474
147,"Ryan Webb6",247.75,0,"","US",2037,7.0,6,17,0,0,99,4,3,144,0,7.0,1095675
148,"Mike D Morgan",247.0,0,"","ENG",3287,5.0,4,6,14,1,33,2,2,62,0,5.0,487456
149,"Francesco Montuschi",246.6666641,0,"","IT",1619,6.0,14,29,54,9,286,11,3,198,9,4.0,1398017
150,"Víctor José Santano",246.5,0,"","ES",1937,6.0,15,39,37,5,183,6,3,386,2,6.0,1272181
151,"Josh Harish",246.5,0,"","WLS",3026,2.0,9,9,40,4,21,3,2,81,6,1.0,1140404
152,"Carson Knupp",246.33332819999998,0,"","US",1804,5.0,17,30,68,6,194,8,3,281,10,4.0,1324713
153,"Thijs Janssen2",246.0500031,0,"","NL",1597,6.0,18,40,35,2,246,6,3,381,2,6.0,1384651
154,"Kevin Eichler",246.0,0,"","US",2138,6.0,3,8,6,0,25,4,3,78,0,7.0,463162
155,"Benoit Ricciardi",245.5,0,"","FR",1768,6.0,8,13,11,1,74,6,3,129,0,7.0,1371409
156,"Chris Newson3",245.3333359,0,"","CA",1788,5.0,15,27,48,4,164,11,3,253,6,4.0,1391508
157,"Henry Linforth",244.5,0,"","GB",2968,4.0,16,21,58,5,80,3,2,189,4,4.0,721638
158,"Pratik Hopal",244.4444427,0,"","IN",1340,6.0,26,57,46,2,342,8,3,447,4,5.0,1291975
159,"Louis Choi-Mahoney",244.1666641,0,"","AU",1641,4.0,10,15,88,9,57,10,3,148,7,5.0,1131835
160,"Harrison Gough",244.0,0,"","AU",3333,5.0,5,8,2,0,36,2,2,95,0,5.0,1135037
161,"Edward Ciocca",243.5,0,"","US",1897,6.0,4,9,5,0,35,5,3,109,1,6.0,1076969
162,"Harrison Whitticombe",243.0,0,"","GB",1594,5.0,5,8,29,3,76,11,3,81,4,4.0,1383858
163,"Leon Knight",242.25,0,"","GB",3941,4.0,12,15,45,8,96,1,2,135,1,7.0,1210502
164,"Jordan Lawrence",242.0,0,"","CA",1773,5.0,18,29,18,2,186,11,3,247,2,6.0,1377545
165,"Robert Andrew",242.0,0,"","GB",1915,6.0,2,4,0,0,20,4,3,41,0,9.0,197617
166,"Jordan Scobie2",241.9555587,0,"","AU",1470,6.0,38,85,154,12,783,11,3,844,16,6.0,1309824
167,"Ryan Coombes2",241.9500046,0,"","AU",1736,6.0,26,50,51,4,217,8,3,483,3,6.0,1274985
168,"Colin Peterson4",241.78571319999998,0,"","CA",1651,6.0,28,59,82,7,215,8,3,458,6,7.0,890207
169,"Tommy Blais3",241.6666641,0,"","CA",1659,6.0,15,31,54,4,202,7,3,328,6,4.0,1377277
170,"Ryan Hamann",241.5,0,"","US",5497,4.0,5,9,33,3,21,1,2,81,7,2.0,293635
171,"Gianluca Pieta",241.125,0,"","BR",1766,6.0,17,38,90,8,168,5,3,268,7,4.0,1074547
172,"Alejandro Elicerio",241.0,0,"","US",1380,2.0,3,3,23,2,6,9,3,32,0,5.0,1092922
173,"Dominic Lesnicki",241.0,0,"","US",1915,5.0,3,6,0,0,19,11,3,71,0,7.0,1396181
174,"Ryan Woodrow",241.0,0,"","US",4797,6.0,1,3,0,0,14,1,3,32,2,2.0,420983
175,"Mohamad Elhaj",240.8714295,0,"","PS",1493,6.0,25,54,38,4,229,4,3,467,4,7.0,1361465
176,"Franklin Souza",240.666664,0,"","BR",2539,6.0,9,15,20,1,52,2,2,130,2,4.0,318799
177,"Joshua Hammond",240.5,0,"","AU",2048,6.0,3,9,0,0,39,3,3,91,0,5.0,168117
178,"Lukáš Moravec",240.0,0,"","CZ",1605,4.0,6,8,28,2,41,11,3,74,2,5.0,1397824
179,"Fujiyasu Kuroyama",240.0,0,"","JP",2580,4.0,3,5,7,1,8,3,3,51,0,3.0,1350519
180,"Niko Boban",239.94444270000002,0,"","HR",1760,6.0,39,77,218,18,604,11,3,639,12,7.0,1394879
181,"Alexandre Martins9",239.6666641,0,"","BR",1489,6.0,6,14,29,4,64,7,3,118,4,5.0,1232372
182,"Guillaume Ferrus",239.6666641,0,"","FR",1412,7.0,7,15,12,1,78,11,3,114,2,7.0,1336679
183,"Vince Verrette",239.0,0,"","CA",1944,7.0,2,8,0,0,36,4,3,72,0,7.0,140577
184,"Adris Adri",238.6666641,0,"","ES",1375,6.0,10,24,58,7,215,11,3,180,8,4.0,1283155
185,"Rob C Johnson",238.666664,0,"","ENG",3016,6.0,16,24,3,0,86,2,2,210,2,5.0,1004666
186,"Christopher Merkel",238.333328,0,"","DE",2378,5.0,12,17,40,3,66,5,2,189,7,3.0,1367819
187,"John Bomar",238.0,0,"","US",1325,7.0,11,28,93,8,238,7,3,247,9,3.0,1200713
188,"Todd Umeda",238.0,0,"","US",1566,4.0,4,7,9,2,48,11,3,73,1,4.0,1321224
189,"Rubén Martínez8",238.0,0,"","ES",1719,6.0,4,6,9,1,29,11,3,56,0,6.0,1285161
190,"Fernando Carabette",238.0,0,"","BR",1440,7.0,4,8,11,1,51,6,3,71,2,7.0,711741
191,"Javier Casero romo",237.666664,0,"","ES",4018,3.0,11,12,87,7,38,1,2,162,5,3.0,413596
192,"Angelos Mitkas",237.5,0,"","GR",2111,5.0,8,10,0,0,21,3,3,102,0,7.0,806463
193,"Martin Maierhofer",237.25,0,"","AT",1305,6.0,14,25,52,5,140,11,3,214,4,5.0,1360629
194,"Eloy Torres Delahaye",237.0,0,"","ES",1710,6.0,5,11,27,3,73,11,3,112,0,7.0,1384761
195,"Kevin Lagace",237.0,0,"","CA",1597,1.0,3,3,16,2,10,11,3,32,0,5.0,1281098
196,"Anthony Mott",237.0,0,"","GB",2981,4.0,2,3,16,1,24,2,2,39,0,7.0,195163
197,"Denis Kiriakopoulos",237.0,0,"","CH",3938,4.0,5,7,2,0,20,1,2,87,0,4.0,35982
198,"Frank Binnendijk",236.5,0,"","NL",3327,3.0,14,16,41,3,16,2,2,140,5,3.0,69111
199,"Marc Rose",236.5,0,"","US",1413,6.0,13,33,42,3,215,8,3,305,3,6.0,1172688
200,"Hernan Bosqued",236.199997,0,"","AR",2822,5.0,13,21,43,3,92,2,2,263,3,3.0,1034526
201,"Fernando LopezM",236.03333279999998,0,"","MX",1898,7.0,13,44,8,1,166,5,3,506,1,7.0,439067
202,"Jake Havemann",236.0,0,"","US",1579,6.0,4,11,17,2,86,11,3,98,0,4.0,1385458
203,"Robbie Slutzker",236.0,0,"","US",1856,4.0,4,5,4,1,35,11,3,45,0,8.0,561871
204,"Michael dos Santos",236.0,0,"","PH",1629,7.0,2,9,13,1,41,5,3,95,0,7.0,276421
205,"Alex Fores",236.0,0,"","ENG",2471,6.0,12,19,5,0,94,3,3,151,0,6.0,512392
206,"Miro Hälikkä",236.0,0,"","FI",2009,6.0,2,4,0,0,24,4,3,42,0,7.0,1390315
207,"Victor Lorenzo Puga",235.5,0,"","ES",1727,6.0,7,15,4,0,43,6,3,131,0,6.0,441912
208,"Carles Piera",235.0,0,"","ES",1606,6.0,10,23,38,3,173,11,3,262,1,6.0,1381980
209,"Leon Remondo van Bokhorst",235.0,0,"","NL",1601,4.0,7,8,23,2,16,8,3,80,2,3.0,981717
210,"Shawn Doyle",235.0,0,"","AU",5966,2.0,2,2,20,1,6,1,2,24,2,1.0,421968
211,"Pablo Marcos2",234.5,0,"","ES",1420,6.0,8,18,35,5,111,11,3,142,1,6.0,1399133
212,"Timothy Bankston",234.0,0,"","US",1503,3.0,5,6,10,2,32,11,3,54,1,3.0,1380108
213,"Shinasi Osmani2",234.0,0,"","MK",1663,5.0,5,8,7,1,32,11,3,70,0,5.0,1379885
214,"Natasa Matovic",234.0,0,"","RS",2594,5.0,8,13,1,0,91,3,2,115,1,4.0,1289984
215,"Lucas Craig",234.0,0,"","AU",4989,3.0,3,3,0,0,4,1,2,33,0,4.0,1059557
216,"Jack Riley4",233.9999999,0,"","SK",2154,5.0,12,21,0,0,117,11,3,187,0,7.0,1149724
217,"Adam Armengol",233.75,0,"","ES",1473,5.0,14,23,43,4,123,11,3,219,5,4.0,1182776
218,"Joris Pinoy",233.6666641,0,"","BE",1465,6.0,9,16,13,1,98,8,3,144,2,5.0,957470
219,"Artem Shinkarev",233.0,0,"","US",1424,5.0,8,12,47,4,86,7,3,114,1,3.0,1194783
220,"Augusto Paschetta2",233.0,0,"","AR",1583,3.0,5,6,22,3,19,11,3,54,2,5.0,1392417
221,"Su Liu",232.80000310000003,0,"","CN",1677,7.0,26,72,49,3,509,11,3,788,2,6.0,1386967
222,"Carley Stockton",232.5,0,"","GB",1549,5.0,8,14,59,6,66,11,3,94,2,5.0,1382452
223,"Chen Shenki",232.5,0,"","CN",1804,6.0,4,9,0,0,60,4,3,86,0,7.0,1336170
224,"Mitchel Even2",232.0,0,"","US",1821,4.0,7,9,9,1,29,11,3,75,1,5.0,1393070
225,"Enrique Valencia",232.0,0,"","US",1437,6.0,5,11,15,1,70,7,3,93,1,5.0,1017397
226,"Kevin Cheung3",232.0,0,"","CA",1766,6.0,4,8,4,0,49,6,3,80,0,7.0,1146203
227,"Thomas Hill7",232.0,0,"","GB",2928,7.0,2,4,0,0,33,2,2,35,0,10.0,875722
228,"Brad R Lloyd",231.916664,0,"","WLS",2726,6.0,17,39,8,2,139,2,2,345,2,5.0,1223499
229,"Deion Clark",231.1999969,0,"","US",1804,6.0,7,22,0,0,130,5,3,295,0,6.0,1335367
230,"Roberto Soto Gomez",231.0,0,"","ES",1533,4.0,7,11,33,4,53,9,3,102,1,4.0,1156404
231,"Roman Bergknapp",231.0,0,"","DE",1559,6.0,3,7,9,1,46,6,3,73,1,6.0,1371199
232,"Nicolas Puig",230.8333359,0,"","AR",1754,6.0,16,30,34,3,175,5,3,245,5,5.0,1173847
233,"Steven Cone2",230.1666641,0,"","WLS",1770,6.0,12,26,16,1,132,6,3,284,1,6.0,1341601
234,"Ugo Jullien",229.5,0,"","BE",1774,7.0,3,8,13,2,48,4,3,57,1,5.0,1362942
235,"Ivo Viana",229.4000015,0,"","PT",1556,6.0,13,27,15,1,137,7,3,254,2,6.0,1250118
236,"Shih-Hung Lee",229.0,0,"","AU",3849,4.0,8,10,9,1,15,1,2,77,2,3.0,1111980
237,"Bradley Waid",228.5,0,"","US",1427,6.0,7,16,17,2,130,7,3,153,2,5.0,1315428
238,"Bruno Marchand",228.5,0,"","BE",1677,4.0,8,12,0,0,78,11,3,133,0,7.0,1327407
239,"Patrick Chan",228.3333359,0,"","CA",1716,6.0,7,16,23,1,116,11,3,160,4,4.0,1165838
240,"Waldir Rodrigues",228.25,0,"","BR",1593,6.0,19,37,89,5,202,11,3,286,7,4.0,1260542
241,"Heitor Neto",228.1666641,0,"","BR",1357,6.0,9,19,34,4,134,11,3,190,3,6.0,1387420
242,"Gaston Avalos2",228.0,0,"","AR",1561,5.0,3,4,9,1,26,7,3,40,1,5.0,1328152
243,"Griffin Mullins",227.5,0,"","US",1495,6.0,8,16,24,2,81,8,3,158,3,5.0,1366207
244,"Jose Martínez",227.5,0,"","ES",1509,6.0,9,17,27,1,158,8,3,150,1,4.0,644656
