"position","name","points","dropped","clubname","countrycode","irating","avgfinish","topfive","starts","lapslead","wins","incidents","division","weekscounted","laps","poles","avgstart","custid"
1830,"Kevin Steier",136.3333359,0,"","AT",1368,5.0,8,16,5,2,91,11,2,131,1,5.0,1401477
1831,"Cody Risalvato",136.333332,0,"","US",1485,6.0,8,20,23,3,192,11,2,144,0,8.0,1206117
1832,"Lautaro Pessotti",136.25,0,"","AR",1468,5.0,16,24,92,6,158,11,2,239,5,4.0,1389566
1833,"Jacob Lubeck",136.1666679,0,"","SE",1406,6.0,20,36,18,2,349,11,3,271,2,5.0,1396042
1834,"Jean Lorenzi",136.1666641,0,"","UY",1196,6.0,11,24,10,2,192,11,2,228,2,6.0,1396889
1835,"Matt Parry",136.0,0,"","ENG",1328,6.0,11,22,18,2,193,9,3,172,1,6.0,1061633
1836,"Pierpaolo Aletto",136.0,0,"","IT",1752,6.0,10,17,18,2,49,8,2,135,3,6.0,1335041
1837,"Marin Delaloy",136.0,0,"","FR",1547,1.0,3,3,15,2,12,11,2,26,1,3.0,1324384
1838,"Gianni Hardt2",136.0,0,"","DE",1576,5.0,7,10,9,1,61,11,2,89,1,7.0,1397692
1839,"Domas Unikas",136.0,0,"","LT",1389,5.0,5,7,5,1,54,11,3,57,0,6.0,1383697
1840,"Harlan Williams",136.0,0,"","US",1456,5.0,4,6,8,1,26,11,2,54,0,4.0,1083068
1841,"Elia Tomasetto",136.0,0,"","IT",2132,2.0,3,3,10,1,23,11,2,32,1,5.0,1377147
1842,"Patrick Tardif",136.0,0,"","CA",1395,5.0,3,6,9,1,28,11,2,53,1,5.0,1371741
1843,"Jeroen Veldwijk",136.0,0,"","NL",1389,6.0,3,5,14,1,31,11,2,37,0,5.0,1344104
1844,"Casper Egholm Hougaard",136.0,0,"","DK",1553,6.0,3,5,9,1,39,11,2,60,1,6.0,1396243
1845,"Serdar Tok",136.0,0,"","TR",1178,7.0,3,7,8,1,44,7,2,63,1,6.0,794953
1846,"Aidan Crawford2",136.0,0,"","US",1333,5.0,2,3,11,1,32,11,2,26,0,5.0,1299783
1847,"Jonasz Pakula2",136.0,0,"","GB",1416,5.0,2,3,10,1,35,11,2,23,0,8.0,1397846
1848,"Julien Rudd",136.0,0,"","AU",1657,6.0,2,6,2,1,32,11,2,66,0,6.0,1379220
1849,"Ben Church-Malouf",136.0,0,"","AU",1477,7.0,2,8,14,1,49,11,2,71,1,6.0,897264
1850,"Nicolai Hals",136.0,0,"","NO",1467,5.0,13,18,5,0,113,11,2,212,2,6.0,1395022
1851,"Tayler W Jackson",136.0,0,"","ZA",1600,5.0,6,10,4,0,62,11,2,71,2,5.0,1403732
1852,"Mickael Fernandes",136.0,0,"","PT",1492,6.0,5,9,0,0,36,11,2,93,0,6.0,1380881
1853,"James Mclauchlan",136.0,0,"","GB",1319,7.0,5,10,3,0,74,11,2,77,0,10.0,1400412
1854,"Adam Boij",136.0,0,"","SE",2712,4.0,4,5,2,0,14,3,1,45,0,5.0,1296394
1855,"Eli Greenstein",136.0,0,"","US",1590,4.0,4,5,0,0,28,11,2,55,0,8.0,1233969
1856,"Iván Chumica",136.0,0,"","ES",1333,4.0,4,5,0,0,47,11,2,46,0,6.0,1397368
1857,"Jianfu Zheng",136.0,0,"","CN",1605,4.0,3,4,1,0,12,7,2,42,1,4.0,1025714
1858,"Christophe Baiwir",136.0,0,"","BE",1458,5.0,3,4,0,0,16,11,2,35,0,7.0,1388410
1859,"Leandro Gabriel Gottau",136.0,0,"","AR",1456,5.0,3,4,0,0,23,11,2,33,0,10.0,1389982
1860,"Zaiden Concol",136.0,0,"","AU",1453,5.0,3,7,10,0,57,11,2,68,2,5.0,1377079
1861,"Kimball Carr",136.0,0,"","US",1260,6.0,3,5,0,0,39,11,3,45,0,5.0,1305029
1862,"Hunter Nelson6",136.0,0,"","US",1346,8.0,3,13,2,0,90,11,3,136,1,7.0,1381055
1863,"Bryce Weyer",136.0,0,"","US",4219,2.0,2,2,0,0,1,1,1,18,0,3.0,663270
1864,"Alan Ali",136.0,0,"","GB",1356,5.0,2,3,0,0,3,8,2,19,2,2.0,717163
1865,"Jack Dann",136.0,0,"","GB",3738,5.0,2,3,0,0,18,2,1,24,0,4.0,502641
1866,"Matias Cabral2",136.0,0,"","AR",1386,6.0,2,6,0,0,8,11,3,70,0,8.0,1377894
1867,"Miguel Vazquez2",136.0,0,"","US",1289,7.0,2,9,0,0,104,11,3,59,1,5.0,1387220
1868,"Tom Eichenfels2",136.0,0,"","DE",2102,5.0,1,2,0,0,4,3,2,24,0,8.0,1314070
1869,"John Butler3",136.0,0,"","AU",2940,6.0,1,2,0,0,4,2,2,24,0,3.0,561865
1870,"Carlin Beard",136.0,0,"","AU",1713,7.0,1,4,0,0,5,11,2,42,0,6.0,1379082
1871,"Nicholas Matchem",136.0,0,"","CA",1926,7.0,1,3,0,0,17,4,3,33,0,10.0,816102
1872,"Kevin Severs",136.0,0,"","US",1365,8.0,1,10,0,0,95,11,3,88,0,6.0,1375371
1873,"Roger Santos",136.0,0,"","ES",2357,10.0,1,6,0,0,32,2,2,40,0,10.0,441295
1874,"Mitchell Hudson",136.0,0,"","AU",2301,8.0,0,3,0,0,15,3,3,32,0,6.0,461110
1875,"Matteo Giaccardi2",135.75,0,"","MC",3332,3.0,12,14,87,5,49,2,1,208,5,3.0,768633
1876,"Christian Steil",135.6999969,0,"","DE",1309,6.0,11,24,6,1,167,11,2,196,0,6.0,1395464
1877,"Marc Topping",135.6666679,0,"","US",1273,5.0,14,19,40,4,95,11,3,188,4,4.0,1365611
1878,"Juan Jacobo2",135.6666679,0,"","DO",1267,7.0,6,15,0,0,133,11,3,144,0,7.0,1365073
1879,"Wayne Hinde",135.6666679,0,"","ZA",1148,7.0,4,17,1,0,129,11,3,132,2,5.0,1389794
1880,"Ignacio Ruy",135.6666641,0,"","UY",1284,5.0,13,22,75,6,116,10,3,174,7,5.0,1102067
1881,"Lasse S",135.6666641,0,"","DE",1592,5.0,7,11,34,3,55,11,2,80,4,5.0,1404175
1882,"Donovan Ly2",135.61904909999998,0,"","CA",1376,7.0,15,48,8,1,368,9,2,363,5,5.0,821168
1883,"Fernando Escobar3",135.5,0,"","AU",1522,6.0,23,45,37,4,389,11,2,359,6,5.0,1401658
1884,"Zach Kehley",135.5,0,"","US",1385,6.0,6,10,16,2,33,11,2,97,2,4.0,1284100
1885,"Toby Collins2",135.5,0,"","US",1671,6.0,6,10,19,2,55,6,3,74,3,5.0,762886
1886,"Paul Rushton2",135.5,0,"","GB",1271,5.0,6,8,18,1,49,11,2,92,0,5.0,1132214
1887,"Martín Theimer",135.5,0,"","US",1368,7.0,4,12,7,1,69,7,2,90,0,7.0,1061191
1888,"Tales De Freitas",135.5,0,"","BR",1470,7.0,2,10,5,1,61,11,2,113,1,5.0,1377901
1889,"Waumans Patrick",135.5,0,"","BE",1167,5.0,12,21,2,0,169,10,3,199,1,7.0,1367776
1890,"Alejandro Villa",135.5,0,"","MX",1408,7.0,6,12,2,0,60,7,2,136,2,6.0,1269841
1891,"Agustin Donalisio",135.5,0,"","AR",1471,5.0,5,8,0,0,61,11,2,99,0,7.0,1250905
1892,"Khylle Shaw",135.5,0,"","US",1378,6.0,5,9,2,0,53,11,2,83,0,6.0,1375042
1893,"Allan Ranselor",135.4285698,0,"","AU",1308,6.0,19,56,0,0,86,7,3,508,0,10.0,1349376
1894,"Vladislavas Popovas",135.3333321,0,"","LT",1406,6.0,5,11,28,2,110,11,2,123,2,5.0,1294194
1895,"Axel Jordan Flores Del Castillo",135.25,0,"","MX",1013,6.0,12,26,23,3,228,11,2,254,0,9.0,1393084
1896,"Thiago Moratelli",135.25,0,"","BR",1344,6.0,15,38,14,1,255,11,2,382,0,8.0,1394425
1897,"Manuel Hernandez8",135.25,0,"","MX",1601,7.0,7,25,13,1,146,11,2,263,3,6.0,1389305
1898,"Helber Luz",135.25,0,"","BR",1227,5.0,10,15,0,0,51,9,2,188,0,9.0,1035803
1899,"Marc Peraldi",135.0,0,"","FR",1233,5.0,4,6,11,2,47,11,2,38,2,6.0,1381304
1900,"Dylan Petch2",135.0,0,"","NZ",4530,1.0,2,2,16,2,6,1,1,18,0,5.0,644554
1901,"Adrian Mocarski2",135.0,0,"","PL",1672,6.0,9,17,10,1,131,11,2,130,2,6.0,1404117
1902,"Sandro Krom",135.0,0,"","NL",1602,4.0,4,5,4,1,26,11,2,40,2,3.0,1358387
1903,"Brayden Burley",135.0,0,"","US",1397,5.0,3,4,3,1,27,11,2,49,0,6.0,1388090
1904,"Manuel González",135.0,0,"","ES",4231,4.0,2,3,15,1,15,1,1,42,2,2.0,644042
1905,"Seokmin Lee",135.0,0,"","KR",1379,4.0,2,3,14,1,17,11,2,37,1,3.0,1379256
1906,"Sean Austin4",135.0,0,"","AU",1251,6.0,2,4,8,1,41,11,3,25,0,6.0,1090678
1907,"Nolan Coombs",135.0,0,"","US",1404,6.0,2,6,8,1,54,11,3,52,0,7.0,1391363
1908,"Nicholas De Maria2",135.0,0,"","IT",1314,7.0,2,5,9,1,37,11,2,27,1,6.0,1400912
1909,"Özkan Say",135.0,0,"","TR",1271,5.0,5,8,0,0,45,11,2,83,0,5.0,1246897
1910,"Stefano Bianco",135.0,0,"","IT",1390,6.0,4,9,3,0,71,8,2,82,1,5.0,960650
1911,"Alex Mac",135.0,0,"","US",1151,4.0,3,4,4,0,22,9,3,36,0,6.0,878197
1912,"William Liang",135.0,0,"","CA",1095,5.0,3,4,0,0,21,11,3,41,0,8.0,1246841
1913,"Nicolas Winkler",135.0,0,"","CH",1453,5.0,3,4,4,0,27,11,2,38,0,6.0,1393346
1914,"Joseph Daigle4",135.0,0,"","CA",1177,5.0,2,3,0,0,31,9,3,31,0,6.0,1358116
1915,"Colin Boyd2",135.0,0,"","US",1629,6.0,2,3,0,0,10,6,2,26,0,6.0,1345534
1916,"S Edward Irving",135.0,0,"","CA",1615,7.0,2,6,0,0,53,6,2,71,0,6.0,967112
1917,"Dave Ruitenbeek",135.0,0,"","NL",3706,3.0,1,1,0,0,5,2,1,9,0,5.0,833833
1918,"Andrew Love",135.0,0,"","US",2651,6.0,1,3,0,0,13,2,2,39,0,10.0,260841
1919,"Pol Ventura2",135.0,0,"","QA",1851,6.0,1,4,0,0,18,4,2,35,1,5.0,1322721
1920,"Emilio Martinez Guzman",135.0,0,"","DO",1610,8.0,1,4,0,0,22,4,3,34,0,9.0,1368255
1921,"Simão Santos2",135.0,0,"","PT",1229,8.0,1,9,1,0,102,11,3,75,3,5.0,1392955
1922,"Wayne Joubert2",135.0,0,"","NZ",1613,6.0,0,2,0,0,10,5,2,24,0,10.0,1381389
1923,"Richard Franco",135.0,0,"","US",2262,8.0,0,3,0,0,2,3,2,39,0,8.0,92065
1924,"Brett Buscemi",134.8333359,0,"","US",1525,5.0,10,15,16,1,122,11,2,156,3,4.0,1372495
1925,"Bernard Paprocki",134.75,0,"","US",1480,6.0,12,23,19,2,218,11,3,203,4,5.0,1395176
1926,"Lawrence Alchin",134.6666679,0,"","AU",1817,5.0,14,24,9,2,166,11,2,178,0,9.0,1272543
1927,"Filip Sychra",134.6666641,0,"","CZ",1270,7.0,7,16,7,2,117,9,2,93,1,9.0,1288717
1928,"Jens Vermeyen",134.6666641,0,"","BE",1346,6.0,7,15,11,1,139,11,2,105,1,7.0,1405007
1929,"Emmanuel Piget",134.5999985,0,"","FR",1650,6.0,15,31,52,6,217,11,2,172,10,6.0,1394953
1930,"Alex Daoust",134.5833359,0,"","CA",1170,6.0,20,37,30,4,144,11,2,344,3,5.0,1380024
1931,"Hannes Mattel-Pichler",134.5,0,"","AT",1436,5.0,7,11,42,6,63,9,3,75,2,4.0,875647
1932,"Adam Larson2",134.5,0,"","US",1053,7.0,4,10,13,3,33,11,3,41,0,6.0,1389388
1933,"Lucas Henrique Cacheta",134.5,0,"","BR",1551,5.0,7,12,15,1,78,11,2,145,1,5.0,1388714
1934,"Mathias Grember",134.5,0,"","FR",1399,3.0,5,6,21,1,32,9,2,55,0,5.0,1254642
1935,"Christophe Lavergne-Melancon",134.5,0,"","CA",1476,5.0,5,7,5,1,20,11,2,66,0,10.0,1364477
1936,"Marco Mikolajczyk",134.5,0,"","DE",1269,6.0,4,9,8,1,61,11,2,79,2,4.0,1370206
1937,"Bryce Young8",134.5,0,"","AU",1673,5.0,6,8,1,0,16,7,2,65,1,8.0,1227094
1938,"Nick Lavender2",134.5,0,"","GB",1507,5.0,5,8,0,0,28,11,3,102,0,8.0,1394764
1939,"Rachel Jenkins",134.5,0,"","US",1354,6.0,3,7,2,0,36,11,2,62,0,6.0,1397377
1940,"José Pardiñaz",134.5,0,"","MX",1403,6.0,2,13,0,0,108,11,3,119,0,6.0,1270061
1941,"Maximiliano Nahuel Ruiz Diaz2",134.3333359,0,"","AR",1583,5.0,5,13,10,1,82,11,2,169,0,6.0,1260546
1942,"Stephen Hoff",134.3333321,0,"","US",1477,6.0,8,16,8,1,128,11,2,128,3,4.0,1384483
1943,"Isaac Leske",134.1666641,0,"","AU",1472,6.0,7,15,56,3,117,11,2,174,3,6.0,1395123
1944,"Matt Daniel",134.1666641,0,"","US",1438,6.0,12,25,16,1,147,11,2,176,2,6.0,1383970
1945,"Will Vernon",134.0833359,0,"","AU",1519,6.0,24,48,68,6,414,11,2,380,5,5.0,1406146
1946,"Andrew Marcus",134.0,0,"","CA",1086,6.0,10,21,89,8,119,11,2,126,11,2.0,64496
1947,"Wouter Masselink",134.0,0,"","NL",1362,6.0,7,15,29,3,110,11,2,124,5,3.0,1385250
1948,"Sebastian Madrazo",134.0,0,"","AR",1508,6.0,17,32,24,2,266,11,2,246,9,4.0,1399448
1949,"Steve Van Bael",134.0,0,"","BE",1158,5.0,8,15,29,2,79,11,3,147,1,4.0,1384050
1950,"Nixon Perrin",134.0,0,"","NZ",1400,5.0,4,8,9,2,86,11,2,75,1,5.0,1372428
1951,"Javier Buendia Sanchez",134.0,0,"","ES",1310,3.0,3,4,23,2,41,11,2,45,3,2.0,1373837
1952,"Jesse Shen",134.0,0,"","CN",1893,5.0,2,4,14,2,14,6,2,34,0,5.0,1354223
1953,"Chris Maule",134.0,0,"","GB",1313,6.0,7,16,7,1,143,7,2,138,0,6.0,1376060
1954,"Alex Dane",134.0,0,"","US",1220,7.0,6,15,8,1,129,11,2,96,1,5.0,881289
1955,"Arthur Urbano",134.0,0,"","PT",1296,3.0,5,5,7,1,28,10,2,52,1,4.0,1190661
1956,"Johonson Caseres",134.0,0,"","US",1492,7.0,5,14,9,1,142,11,2,103,2,5.0,953101
1957,"Jeronimo Juarez Pacheco",134.0,0,"","AR",1459,5.0,4,7,1,1,51,11,2,59,0,5.0,1361695
1958,"Fulvio Lissoni",134.0,0,"","IT",1276,6.0,4,9,4,1,47,9,2,77,2,4.0,1333530
1959,"Ignacio Alonso3",134.0,0,"","ES",1539,6.0,4,8,14,1,57,11,2,67,2,4.0,1396900
1960,"Diego Sandoval2",134.0,0,"","US",1418,6.0,4,9,10,1,100,11,2,71,1,7.0,1397077
1961,"Sean Brannen",134.0,0,"","SCT",1322,7.0,3,7,7,1,42,11,2,42,0,8.0,1401991
1962,"Leo Brookman",134.0,0,"","GB",1280,6.0,2,5,1,1,41,11,2,35,1,4.0,1022431
1963,"Mario Salvador",134.0,0,"","ES",1519,6.0,7,15,0,0,128,11,2,127,0,7.0,1382932
1964,"Klaudijus Kučinskas",134.0,0,"","LT",1322,5.0,5,7,0,0,65,11,3,60,0,6.0,1383692
1965,"Devin Costa",134.0,0,"","US",1470,5.0,4,5,0,0,12,11,2,36,0,6.0,1404537
1966,"Tyler Mitchell6",134.0,0,"","GB",1448,5.0,3,4,0,0,30,11,2,34,0,7.0,949359
1967,"Carlos Blanco2",134.0,0,"","US",1521,6.0,3,5,0,0,27,11,2,35,0,8.0,406641
1968,"Luka J Joos",134.0,0,"","NL",1506,6.0,3,7,3,0,57,11,2,66,0,4.0,1149810
1969,"Landon Baldwin2",134.0,0,"","US",1388,7.0,3,7,0,0,77,11,2,54,0,6.0,1251996
1970,"Dustin Walker",134.0,0,"","US",1245,3.0,2,2,0,0,2,11,2,24,0,6.0,1178514
1971,"Austin Nash2",134.0,0,"","US",1523,3.0,2,2,0,0,7,11,2,22,0,6.0,1356162
1972,"Leopold Schrevel",134.0,0,"","CA",3685,3.0,2,2,3,0,20,2,1,18,0,3.0,976738
1973,"Yu Hin Kan2",134.0,0,"","HK",1567,5.0,2,4,0,0,36,11,2,32,0,7.0,1267043
1974,"David Duncan5",134.0,0,"","US",1425,6.0,2,4,0,0,13,6,2,46,0,3.0,974411
1975,"Oliver Pelz",134.0,0,"","DE",1430,5.0,1,2,0,0,9,5,2,24,0,8.0,831439
1976,"Agustin Fuchinecco",134.0,0,"","AR",2117,7.0,1,2,0,0,3,2,2,24,0,9.0,520568
1977,"Rana Khan",133.90908810000002,0,"","GB",1409,6.0,24,57,13,1,323,11,2,471,1,7.0,1400069
1978,"Paul Holzherr",133.75,0,"","ENG",1488,8.0,5,18,13,3,80,6,2,194,0,7.0,1264289
1979,"Jorge Valvert",133.75,0,"","US",1008,6.0,12,27,7,1,184,10,3,238,0,5.0,1001787
1980,"Aiden J Schweikert",133.666672,0,"","AU",3080,4.0,9,12,23,3,39,2,1,106,5,3.0,560569
1981,"Hatem Madfai",133.5,0,"","LY",856,6.0,19,39,124,9,159,10,3,251,11,3.0,1041077
1982,"Pau Vilar",133.5,0,"","ES",1164,6.0,7,14,27,3,100,11,2,79,2,6.0,1404302
1983,"Wilmer Correa2",133.5,0,"","PR",1018,6.0,8,12,14,1,124,11,3,95,0,5.0,1379001
1984,"Kovács István",133.5,0,"","HU",1221,5.0,6,9,7,0,73,9,2,68,1,4.0,880000
1985,"Marcelo Medina2",133.5,0,"","BR",1482,7.0,3,7,0,0,63,6,2,49,0,7.0,1329598
1986,"Agustin Bello",133.3333359,0,"","CL",1583,7.0,4,10,0,0,41,11,2,114,0,6.0,1382144
1987,"Gerardo Rodriguez9",133.1666679,0,"","US",1491,6.0,12,22,14,1,167,11,2,186,2,5.0,1366717
1988,"Yat Hei Cheong",133.0,0,"","HK",1382,5.0,7,11,59,5,44,11,2,78,5,3.0,923759
1989,"Hugo Ross-Wilson",133.0,0,"","GB",1463,5.0,15,22,31,3,90,11,2,186,2,6.0,1387028
1990,"Sebastiaan Van Der Wal",133.0,0,"","NL",1199,5.0,6,10,15,2,61,11,2,72,1,5.0,1382521
1991,"Cristian Avila",133.0,0,"","AR",1299,5.0,4,9,18,2,38,11,2,61,2,4.0,1400762
1992,"Hugo Hernandez-Ojeda M",133.0,0,"","MX",1285,5.0,4,6,9,2,51,11,2,58,2,4.0,1357056
1993,"Bill  Eberhardt",133.0,0,"","US",997,7.0,11,32,7,1,59,10,3,208,0,10.0,215126
1994,"Pau Rosell",133.0,0,"","ES",1443,5.0,6,9,10,1,41,11,2,79,1,4.0,1294226
1995,"Mark Brunson2",133.0,0,"","US",1592,5.0,4,7,9,1,49,11,2,63,0,6.0,1236183
1996,"Franz Schulze2",133.0,0,"","DE",1213,7.0,3,8,9,1,49,11,2,60,1,6.0,1372409
1997,"Kristóf Gyarmat2",133.0,0,"","HU",2165,4.0,2,3,1,1,10,4,1,27,0,8.0,1193502
1998,"James Morris2",133.0,0,"","US",1196,5.0,2,3,6,1,6,9,3,31,0,5.0,39941
1999,"Kim Gripping",133.0,0,"","DK",1343,6.0,2,3,9,1,16,8,2,26,1,4.0,20240
2000,"Jessy Rivet",133.0,0,"","CA",1437,6.0,6,9,1,0,42,11,2,60,0,8.0,1390063
2001,"Ben Fauser",133.0,0,"","AU",1564,4.0,5,7,0,0,44,11,2,69,0,3.0,1396505
2002,"Camil Bedard",133.0,0,"","CA",1442,6.0,5,10,0,0,91,11,2,80,0,9.0,1404269
2003,"Christopher Devine Petit",133.0,0,"","FR",1340,6.0,3,5,0,0,14,8,2,37,0,8.0,739164
2004,"Tim Killesteyn",133.0,0,"","AU",1390,2.0,2,2,0,0,8,9,2,18,0,4.0,1257897
2005,"Ian Pennypacker",133.0,0,"","US",1745,5.0,2,4,0,0,24,11,2,34,0,8.0,1286677
2006,"Oliver Furnell",133.0,0,"","GB",3693,6.0,2,4,0,0,14,1,1,48,0,5.0,510501
2007,"Isaiah Huckstep2",133.0,0,"","CA",1457,6.0,2,5,0,0,17,11,2,47,0,6.0,1300965
2008,"Bucur Florentin2",133.0,0,"","RO",1569,7.0,2,6,1,0,46,5,2,57,0,5.0,669164
2009,"Rhys Williams2",133.0,0,"","GB",1283,6.0,1,3,0,0,28,8,3,31,0,9.0,1168870
2010,"Ty J Fuller",133.0,0,"","US",1342,7.0,1,4,1,0,19,8,3,44,0,9.0,1343181
2011,"Oskar Stenholm",133.0,0,"","SE",1984,7.0,1,3,0,0,23,4,2,32,0,6.0,1010977
2012,"Amancio Alejandre",133.0,0,"","ES",1728,7.0,1,4,0,0,31,5,2,36,0,6.0,1287027
2013,"Ian Wolfart",132.95454410000002,0,"","AR",1071,6.0,32,60,42,4,498,11,2,518,3,7.0,1301203
2014,"Connor Frothingham",132.75,0,"","US",2682,4.0,11,14,95,4,42,3,1,195,5,4.0,1113593
2015,"Lionel Munguia",132.6666641,0,"","NL",1107,6.0,9,16,41,4,49,11,2,81,5,5.0,1377326
2016,"Denver Traves",132.6666641,0,"","CA",1460,4.0,8,11,41,2,71,11,2,121,2,3.0,110833
2017,"Eliáš Molnár",132.6666641,0,"","SK",1455,6.0,7,12,21,2,58,11,2,89,4,4.0,1398302
2018,"Jay Moll",132.5,0,"","CA",3075,4.0,19,24,36,4,82,4,1,213,3,4.0,1311007
2019,"Vijai Davis Jr",132.5,0,"","US",1247,5.0,6,9,43,4,40,11,2,63,3,3.0,1395974
2020,"Sinézio Rodrigues",132.5,0,"","BR",1338,6.0,14,23,2,1,76,8,2,174,0,10.0,997984
2021,"Daniel Solis6",132.5,0,"","ES",958,7.0,9,27,20,1,269,11,3,209,1,5.0,1393608
2022,"Joshua Harris30",132.5,0,"","GB",1449,6.0,7,11,4,1,66,11,2,90,0,7.0,1396686
2023,"Yanick Jeannard",132.5,0,"","CA",1344,5.0,6,10,0,0,59,11,2,73,0,6.0,1398428
2024,"Stewart Rodgers2",132.5,0,"","GB",866,6.0,6,13,0,0,65,10,3,113,0,7.0,868134
2025,"Paulo Gesualdo",132.5,0,"","BR",1031,6.0,5,11,1,0,78,9,3,79,0,6.0,1287604
2026,"Terence Tadebois",132.5,0,"","AU",1297,6.0,5,11,0,0,82,8,2,85,0,6.0,672632
2027,"Max Bryant",132.5,0,"","IM",1716,8.0,2,13,0,0,25,4,2,106,0,11.0,428543
2028,"Michael Ly3",132.5,0,"","CA",1985,7.0,1,8,0,0,48,4,2,104,0,7.0,1222839
2029,"Pablo Lopez Menendez5",132.4166641,0,"","ES",1450,6.0,11,26,11,2,200,11,2,197,1,8.0,1374999
2030,"Mikael Marcondes",132.3428574,0,"","BR",1192,6.0,18,49,5,0,373,11,3,539,0,10.0,702239
2031,"Debo Brown",132.3333359,0,"","CA",1405,5.0,8,16,17,2,87,9,3,123,1,6.0,807715
2032,"Camden Ransberger",132.3333321,0,"","US",1459,6.0,10,15,6,1,98,11,2,107,1,5.0,1399326
2033,"Chris Purcell2",132.3333321,0,"","US",1337,6.0,5,11,7,1,94,9,2,149,0,6.0,1004131
2034,"Vladyslav Semenov",132.3333321,0,"","UA",1569,8.0,4,21,0,0,55,4,2,180,0,11.0,1148413
2035,"Daniel Spackman",132.25,0,"","GB",2559,4.0,10,14,9,1,64,5,1,124,2,3.0,921968
2036,"Jerrick Koh",132.0,0,"","SG",5012,2.0,18,19,128,13,16,1,1,167,15,1.0,881968
2037,"Lesley Tseng",132.0,0,"","TW",4346,4.0,9,11,49,4,54,1,1,94,5,2.0,1041148
2038,"Jakub Magierowski2",132.0,0,"","PL",1650,4.0,9,13,28,4,69,11,2,111,3,4.0,1358500
2039,"Karlheinz Levounigg2",132.0,0,"","AT",1421,5.0,8,16,23,4,145,11,2,112,1,6.0,1362813
2040,"Kesniel Young",132.0,0,"","US",1457,6.0,9,20,19,3,185,11,2,173,0,7.0,1273103
2041,"Alex Slater",132.0,0,"","GB",1262,4.0,4,5,23,3,28,9,2,39,2,4.0,1158283
2042,"Jorge Pardillo",132.0,0,"","ES",1601,4.0,4,5,21,2,26,11,2,47,1,3.0,1383879
2043,"Christopher Rinaman",132.0,0,"","US",1606,4.0,7,8,9,1,51,11,2,85,2,4.0,1361345
2044,"Tyler A Justice",132.0,0,"","US",1428,5.0,7,11,12,1,47,11,2,135,0,9.0,1383285
2045,"Zheng Tianhe",132.0,0,"","CN",1308,6.0,5,9,14,1,59,9,2,69,5,2.0,1284439
2046,"Pedro Sousa27",132.0,0,"","PT",1381,5.0,3,5,32,1,2,11,2,48,3,5.0,1393323
2047,"Lincoln Miguel",132.0,0,"","BR",3256,5.0,3,4,3,1,17,2,1,28,0,4.0,134446
2048,"Chase Barcus",132.0,0,"","US",1454,5.0,3,5,11,1,46,11,2,58,0,5.0,1390578
2049,"Eric Vinet-Bourdeau",132.0,0,"","CA",1297,6.0,3,6,9,1,27,11,2,34,1,5.0,616277
2050,"William Rawsthorne",132.0,0,"","GB",1674,7.0,3,7,9,1,34,5,3,64,0,6.0,1246372
2051,"Jason Laqua",132.0,0,"","US",1149,2.0,2,2,2,1,10,9,2,17,0,4.0,1247724
2052,"Oliver Franke",132.0,0,"","DE",1482,5.0,2,3,5,1,16,11,2,19,0,6.0,1285818
2053,"Juan Concina",132.0,0,"","AR",1250,6.0,2,4,12,1,24,11,2,32,1,3.0,878430
2054,"Dan Genovesi",132.0,0,"","US",1285,6.0,2,5,13,1,31,10,2,51,1,7.0,858092
2055,"John Memmer",132.0,0,"","US",2625,1.0,1,1,9,1,2,2,1,9,1,1.0,80076
2056,"Aidan Boxall",132.0,0,"","GB",1565,5.0,1,3,7,1,24,6,2,26,0,5.0,1248550
2057,"Marcantoine Cote",132.0,0,"","CA",2108,6.0,1,2,6,1,8,3,2,19,0,3.0,1265758
2058,"Lionel Gamboa",132.0,0,"","AR",1216,7.0,5,14,0,0,175,11,3,129,0,7.0,1312900
2059,"Renzo De Rous",132.0,0,"","BE",1439,5.0,4,6,7,0,31,11,2,47,1,2.0,1388051
2060,"Brayden Woullard",132.0,0,"","US",1445,5.0,4,6,1,0,38,11,2,52,0,7.0,1405942
2061,"Nikolay Zhigalov",132.0,0,"","KZ",1535,6.0,4,9,0,0,62,11,2,111,0,6.0,1387714
2062,"Kevin Bevan",132.0,0,"","WLS",1557,6.0,3,5,0,0,25,7,2,50,0,8.0,1365547
2063,"Stanislav Korolev2",132.0,0,"","CA",1526,6.0,3,6,3,0,30,7,2,49,1,4.0,1322999
2064,"Rodrigo Hernandez3",132.0,0,"","MX",1278,6.0,2,3,0,0,22,8,3,25,0,6.0,1339155
2065,"Guilherme Maranhão",132.0,0,"","BR",1516,6.0,2,3,0,0,33,6,3,33,0,7.0,997988
2066,"Luke Sweeney",132.0,0,"","IE",1494,7.0,2,6,0,0,46,6,3,55,0,8.0,1373461
2067,"Matthew Nall",132.0,0,"","US",1037,7.0,2,7,0,0,52,9,3,61,0,7.0,1309539
2068,"Colby Ashmore",132.0,0,"","AU",1533,5.0,1,2,0,0,18,7,2,18,0,5.0,904069
2069,"Steven Owen",131.666672,0,"","AU",2608,4.0,8,12,37,4,47,3,1,98,2,7.0,251434
2070,"Benjamin Cable",131.6666679,0,"","US",1351,7.0,9,24,23,1,159,8,2,248,1,5.0,1300229
2071,"George Helms",131.666664,0,"","GB",2202,6.0,7,12,6,0,72,3,3,150,0,5.0,1311113
