"position","name","points","dropped","clubname","countrycode","irating","avgfinish","topfive","starts","lapslead","wins","incidents","division","weekscounted","laps","poles","avgstart","custid"
1,"Jayden Sherwood",324.0,0,"","GB",5813,1.0,4,4,41,4,18,1,2,48,3,1.0,902107
2,"Sondre Mollatt",322.5,0,"","NO",3974,3.0,9,10,62,6,37,2,2,97,7,1.0,808823
3,"Roel de Fouw",288.0,0,"","NL",5425,2.0,23,24,142,12,56,1,2,251,16,1.0,209147
4,"David Rodríguez4",286.5,0,"","ES",5776,2.0,10,10,70,7,6,1,2,108,6,2.0,995197
5,"Sam Mott",285.666672,0,"","GB",4340,2.0,11,13,96,7,45,1,2,181,5,3.0,671814
6,"Syver Aasvestad Sandvik",284.0,0,"","NO",6056,2.0,6,7,48,6,31,1,2,68,6,1.0,951267
7,"Daniel Case2",284.0,0,"","US",4783,2.0,6,6,22,3,25,1,2,66,3,2.0,717224
8,"Pierre Olivier",278.699997,0,"","FR",4640,3.0,31,35,199,13,66,1,2,409,16,3.0,1199856
9,"Brett McBurnie",278.0,0,"","AU",6934,2.0,4,4,33,3,5,1,2,48,4,1.0,22184
10,"Mathias Klein",273.0,0,"","DE",4822,2.0,3,3,15,1,0,1,2,33,1,2.0,114183
11,"Eetu Vehanen",272.5,0,"","FI",2456,5.0,7,10,45,3,47,3,2,108,3,4.0,1142053
12,"Dima Syrkin2",268.666672,0,"","BY",4330,3.0,13,15,40,4,64,1,2,152,0,4.0,922603
13,"Luka Bogunovic",264.0,0,"","NZ",4209,2.0,2,2,12,1,1,1,2,24,0,4.0,1144836
14,"Elijah K White",263.0,0,"","US",3309,5.0,3,5,18,1,15,1,2,59,2,2.0,1151613
15,"Miguel Lozano",259.0,0,"","ES",3531,3.0,9,10,24,3,4,2,2,108,3,3.0,154768
16,"Pedro Fontana",258.333328,0,"","BR",4635,3.0,11,13,78,6,30,1,2,189,6,2.0,602537
17,"Joan Pedret Botey",258.0,0,"","FR",3921,2.0,4,4,13,2,2,2,2,42,2,3.0,1202858
18,"Jiaye Zhu",257.91666399999997,0,"","CN",3142,3.0,31,37,201,17,114,11,2,432,20,3.0,1395257
19,"Luca Bono",256.5,0,"","IT",3615,5.0,6,9,2,0,44,2,2,111,2,4.0,1244989
20,"Wen Jun",254.0,0,"","CN",4250,4.0,37,47,135,15,182,1,2,465,12,3.0,1270700
21,"Munehisa Miyakawa",254.0,0,"","JP",2620,5.0,3,4,17,1,17,2,2,39,1,4.0,633367
22,"Wang Ho Yin",252.5,0,"","HK",5632,4.0,10,14,52,5,50,1,2,137,7,4.0,637769
23,"Tony Alberts",252.0,0,"","US",3300,2.0,6,6,27,2,11,2,2,78,2,2.0,878678
24,"Steve Vandeputte",251.666664,0,"","BE",2561,5.0,23,40,103,8,190,4,2,462,8,4.0,1223052
25,"Tore Wåhlin",248.833336,0,"","SE",2856,5.0,11,16,27,3,54,2,2,166,0,6.0,1167470
26,"Bruno Matos2",248.5,0,"","BR",3681,4.0,5,7,20,3,30,2,2,73,2,5.0,660286
27,"Mike D Morgan",247.0,0,"","ENG",3287,5.0,4,6,14,1,33,2,2,62,0,5.0,487456
28,"Guilherme Schlemper",246.5,0,"","BR",3291,3.0,9,9,15,1,26,2,2,87,1,5.0,1310863
29,"Franklin Souza",246.0,0,"","BR",2632,6.0,7,12,20,1,45,2,2,107,2,4.0,318799
30,"Nahuel Gallego",245.0,0,"","AR",3143,6.0,4,9,22,2,35,2,2,90,0,5.0,1108558
31,"Leonardo Mallaco",244.666664,0,"","BR",2165,5.0,24,34,99,5,91,3,2,380,7,4.0,846713
32,"Harrison Gough",244.0,0,"","AU",3361,5.0,5,8,2,0,36,2,2,95,0,5.0,1135037
33,"Greg Boyce",243.5,0,"","US",3427,4.0,6,8,50,3,32,2,2,108,4,2.0,969500
34,"Marcellus Allen2",240.666664,0,"","US",2904,5.0,28,46,2,1,186,3,2,542,0,10.0,1076146
35,"Stephen Strudwick",239.666664,0,"","GB",3425,4.0,14,19,67,3,97,2,2,232,6,3.0,1337570
36,"Eemil Vehanen",239.5,0,"","FI",3829,5.0,9,13,10,2,38,2,2,130,1,5.0,1141154
37,"Oscar Knight",239.0,0,"","GB",2062,5.0,4,6,15,1,25,4,2,78,1,5.0,1370610
38,"Frankie Dee",239.0,0,"","US",4344,2.0,3,3,0,0,3,1,2,33,0,3.0,511560
39,"Javier Casero romo",237.666664,0,"","ES",4018,3.0,11,12,87,7,38,1,2,162,5,3.0,413596
40,"Denis Kiriakopoulos",237.0,0,"","CH",3938,4.0,5,7,2,0,20,1,2,87,0,4.0,35982
41,"Hernan Bosqued",236.199997,0,"","AR",2822,5.0,13,21,43,3,92,2,2,263,3,3.0,1034526
42,"Shawn Doyle",235.0,0,"","AU",6128,2.0,2,2,20,1,6,1,2,24,2,1.0,421968
43,"Shintaro Ichimura",234.833336,0,"","JP",2851,5.0,9,17,22,1,82,2,2,200,1,4.0,358052
44,"Thomas Hill7",232.0,0,"","GB",2777,7.0,2,4,0,0,33,2,2,35,0,10.0,875722
45,"Bogdan Krystek",229.15714300000002,0,"","CA",2702,5.0,35,64,38,2,304,4,2,718,4,4.0,1147090
46,"Scott Cooper7",229.0,0,"","AU",2876,3.0,17,18,38,3,44,3,2,232,6,3.0,1196186
47,"Manuel Dambacher",227.666664,0,"","FR",2573,6.0,14,28,15,1,100,3,2,318,1,5.0,1137112
48,"Guangyao Wang",227.5,0,"","CN",3064,6.0,3,7,7,0,32,2,2,65,0,7.0,994592
49,"Martin Fleurent2",224.0,0,"","CA",2123,5.0,6,11,12,1,46,5,2,145,0,5.0,302541
50,"Joaquin Wigley",224.0,0,"","AR",1897,5.0,3,6,13,1,39,5,2,64,2,4.0,1287455
51,"Varot Anuchatkul",222.952377,0,"","TH",2026,6.0,27,49,81,6,257,8,2,455,8,6.0,1301328
52,"Mark Mifsud",222.0,0,"","MT",5119,2.0,8,8,57,4,9,1,2,96,4,2.0,761111
53,"Carson Krenz",220.416664,0,"","US",3535,5.0,14,22,36,3,75,1,2,241,5,3.0,301961
54,"Angelo Goumas",220.333328,0,"","AU",2852,5.0,30,46,27,2,110,4,2,517,1,6.0,153593
55,"Paulius Rudminas",220.0,0,"","LT",2219,2.0,3,3,9,1,9,4,2,39,2,2.0,1236247
56,"Jakub Borowiak",220.0,0,"","PL",2040,4.0,3,5,3,1,15,4,2,51,0,5.0,476351
57,"Joan Jorda",217.0,0,"","ES",2437,5.0,5,8,0,0,19,3,2,95,0,6.0,1151059
58,"John Monsalve",216.542862,0,"","US",2671,5.0,37,65,46,3,231,4,2,800,2,5.0,976488
59,"Michal Zajezierski",215.75,0,"","PL",2986,5.0,11,16,18,3,52,2,2,150,0,6.0,1168926
60,"James Nelson11",215.0,0,"","US",2565,4.0,8,8,0,0,18,3,2,96,0,4.0,905838
61,"Juan Requena",213.8874969,0,"","ES",2256,6.0,47,101,40,3,535,5,2,1197,3,6.0,1256216
62,"Alexandre La Boissonniere",213.8333359,0,"","CA",2319,6.0,23,44,89,7,231,6,2,463,7,4.0,1367417
63,"Liberato Augusto Barambio Hernandez",212.821426,0,"","ES",2081,6.0,52,100,119,8,309,4,2,942,7,7.0,1277953
64,"Jukka Tapani",212.25,0,"","FI",2013,6.0,13,29,35,3,129,4,2,337,4,5.0,877017
65,"Keiano Weir",212.0,0,"","NZ",3277,4.0,5,6,0,0,43,2,2,73,0,7.0,429239
66,"Gustavo Hinz",211.785713,0,"","BR",2863,4.0,41,57,116,8,257,3,2,816,6,3.0,1357220
67,"Andres Ache",211.0,0,"","ES",2421,6.0,2,4,0,0,8,3,2,48,0,9.0,782158
68,"Daniel Avelino",210.5,0,"","BR",2302,6.0,7,15,9,1,71,4,2,177,0,6.0,1075915
69,"Mirko Orlandelli",210.5,0,"","IT",2113,7.0,5,14,4,0,97,3,2,150,0,7.0,1207312
70,"Nathan Morony",209.0,0,"","SB",3317,7.0,6,17,28,3,97,1,2,155,5,4.0,1005511
71,"Payton Talbot",208.5,0,"","US",2136,6.0,7,13,26,3,73,4,2,118,3,3.0,422059
72,"Pedro Pinto10",208.0,0,"","PT",2163,5.0,3,4,0,0,15,3,2,42,0,7.0,1274126
73,"Brock Adams2",206.0,0,"","AU",2422,4.0,4,5,14,2,27,3,2,69,0,6.0,1355152
74,"Ryan Woodrow",205.0,0,"","US",4724,4.0,1,2,0,0,10,1,2,24,1,2.0,420983
75,"Angel Tabernero",202.800003,0,"","ES",2133,6.0,9,22,34,2,112,4,2,297,1,7.0,417921
76,"Mikołaj Kornijczuk2",202.5,0,"","PL",2223,4.0,5,6,45,3,25,11,2,76,4,2.0,1374269
77,"Gino Liu",202.0,0,"","US",2399,5.0,8,15,8,1,62,3,2,163,0,5.0,1129406
78,"Victor Palanca",202.0,0,"","ES",2019,6.0,2,3,0,0,9,5,2,25,0,7.0,1039452
79,"Maximus Morgan",201.0,0,"","AU",2700,3.0,2,2,0,0,7,2,2,24,0,4.0,1200052
80,"Martin Alvarez2",200.75,0,"","AR",2082,6.0,24,45,53,2,165,5,2,523,2,6.0,1086576
81,"Austin A Nelson",200.3333359,0,"","US",1917,7.0,8,18,18,1,115,5,2,208,1,6.0,1334712
82,"Borja García",199.0,0,"","ES",2301,4.0,3,3,0,0,0,3,2,39,0,8.0,199117
83,"Hussein Abou Eita",198.5,0,"","EG",1761,6.0,6,12,35,4,46,4,2,110,2,3.0,1221524
84,"Michael Stummer3",198.0,0,"","AT",1728,2.0,5,5,36,3,11,11,2,63,2,3.0,1318568
85,"Dustin A Brown",198.0,0,"","US",2531,3.0,3,3,0,0,8,3,2,33,0,3.0,794258
86,"Domingo Papio Amrtin",197.5,0,"","ES",1928,5.0,18,26,83,6,120,9,2,296,2,5.0,216636
87,"Philip Gynn",196.6666641,0,"","GB",1819,6.0,9,18,6,2,158,6,2,186,0,7.0,1331158
88,"Tod Rhoades",196.0,0,"","US",1972,7.0,21,43,10,0,161,3,2,455,0,7.0,872587
89,"Matias Ezequiel Marcomini",196.0,0,"","AR",3099,5.0,4,5,0,0,17,2,2,51,0,7.0,643280
90,"Ryan D Day",196.0,0,"","AU",2220,5.0,4,5,0,0,21,3,2,57,0,5.0,67256
91,"Rudi V F Randgaard",194.00000010000002,0,"","NO",1653,6.0,12,22,95,8,123,11,2,225,8,4.0,1394973
92,"Paweł Fabisiewicz",194.0,0,"","PL",2118,3.0,2,2,15,1,6,3,2,24,0,3.0,1264368
93,"Corey McSweeney",194.0,0,"","IE",2136,7.0,3,7,0,0,34,3,2,93,0,7.0,1232652
94,"Eugene Patin",193.48888399999998,0,"","US",1825,7.0,20,51,117,11,253,4,2,458,7,5.0,1073593
95,"Florentin Kahler",192.75,0,"","AT",2311,5.0,18,32,46,4,101,11,2,446,6,4.0,1315820
96,"Ludvig Degnes",192.0,0,"","NO",2123,4.0,6,9,23,2,60,5,2,111,2,5.0,1271910
97,"Jussi Pohjola2",191.5,0,"","FI",3151,3.0,5,7,20,3,15,2,2,69,1,3.0,1109974
98,"Alin Alexe",191.0,0,"","CH",2022,7.0,8,15,24,2,64,4,2,149,3,6.0,1002940
99,"Michael dos Santos",191.0,0,"","PH",1737,6.0,2,6,13,1,28,5,2,69,0,8.0,276421
100,"Mark Kerr2",191.0,0,"","AU",3064,5.0,2,3,0,0,2,2,2,33,0,4.0,232510
101,"Robert Andrew",190.0,0,"","GB",1920,5.0,2,3,0,0,17,4,2,32,0,8.0,197617
102,"Sergio Poza",189.66667189999998,0,"","ES",1901,5.0,11,18,35,4,115,11,2,182,4,5.0,1313414
103,"Karl Herbst",189.285713,0,"","US",1828,6.0,16,39,60,4,219,6,2,346,4,5.0,1319825
104,"Koji Yamada",189.0,0,"","JP",2720,7.0,2,6,0,0,19,2,2,64,1,5.0,921006
105,"Bartek Sobolski2",188.75,0,"","PL",1991,6.0,9,18,12,0,134,5,2,234,2,5.0,505717
106,"Smijo Joju2",188.73333739999998,0,"","NZ",2131,5.0,17,27,22,2,147,11,2,329,0,5.0,735580
107,"Enrique Valencia",188.0,0,"","US",1609,5.0,5,8,15,1,47,7,2,82,1,5.0,1017397
108,"Sebastian Girado",187.5,0,"","AR",1862,8.0,4,18,9,1,135,3,2,160,3,5.0,1224696
109,"Lilian Fernandes",187.0,0,"","FR",2649,4.0,3,6,2,0,33,3,2,60,0,4.0,1168193
110,"Alexis Leyrit",186.900002,0,"","FR",2172,7.0,11,36,0,0,136,3,2,413,0,9.0,1366703
111,"Andrea Mattia Ramerini",186.53333279999998,0,"","IT",1700,5.0,17,30,101,9,155,9,2,286,5,4.0,1176769
112,"Edward Ciocca",186.5,0,"","US",1901,5.0,4,7,5,0,34,5,2,91,1,5.0,1076969
113,"Miro Hälikkä",186.0,0,"","FI",2006,5.0,2,3,0,0,10,4,2,33,0,6.0,1390315
114,"Tim Ellis",186.0,0,"","GB",2978,7.0,2,6,0,0,20,2,2,68,0,8.0,57247
115,"Satoshi Ushiwaka",185.5833359,0,"","JP",2267,5.0,25,44,83,6,224,11,2,441,8,3.0,1378524
116,"SANTIAGO jirout",185.5,0,"","ES",2025,7.0,3,8,5,0,40,4,2,94,1,5.0,361252
117,"Xavi Mf",184.8333359,0,"","AD",2016,6.0,12,26,2,0,111,5,2,277,2,7.0,1368024
118,"Ben Parisi",184.0,0,"","US",1688,7.0,7,18,28,2,109,5,2,239,2,6.0,635175
119,"Tero Lahikainen",184.0,0,"","FI",1966,6.0,12,24,5,1,134,5,2,294,3,4.0,845469
120,"Zachary Albee",183.25,0,"","US",1764,6.0,18,36,46,3,203,11,2,370,6,4.0,1361381
121,"Mark Biri",183.0,0,"","HU",1849,7.0,8,21,36,2,172,4,2,198,2,5.0,646224
122,"Giacomo Perego",183.0,0,"","IT",1796,7.0,3,6,0,0,36,4,2,57,0,8.0,312511
123,"Pino Palazzo",182.666672,0,"","GB",4222,3.0,9,12,58,7,60,1,1,106,7,2.0,952603
124,"Daniela P. Müller",182.333336,0,"","DE",2602,5.0,7,11,18,1,77,3,2,159,1,6.0,1376701
125,"Zayden Cortinas",182.3333359,0,"","LK",1711,5.0,9,14,114,7,55,8,2,149,10,2.0,863015
126,"Ryan Webb6",181.75,0,"","US",2085,7.0,6,15,0,0,91,4,2,129,0,7.0,1095675
127,"Pontus Palm",181.5,0,"","SE",2683,4.0,6,8,24,3,22,3,2,78,2,4.0,875378
128,"Jona Hein",181.5,0,"","DE",1614,6.0,10,20,18,2,82,11,2,192,3,4.0,1380459
129,"Yannick Möckli",181.3333359,0,"","CH",1924,3.0,10,11,56,4,70,11,2,138,5,2.0,1372851
130,"Maximilian Schwede",181.0,0,"","DE",2702,7.0,2,4,3,0,36,3,2,38,1,4.0,700737
131,"Kalifsyah Firdaus3",180.5,0,"","ID",1657,7.0,5,11,39,3,48,6,2,117,4,5.0,1143460
132,"Yuji Yamamoto3",180.5,0,"","JP",1849,7.0,8,18,3,0,81,5,2,226,0,5.0,1276946
133,"Aliaksandr Khalupka2",180.0,0,"","PL",1888,3.0,2,2,12,1,6,5,2,24,0,6.0,1288786
134,"Facundo Escobar Cello4",180.0,0,"","AR",2019,6.0,1,3,6,1,10,4,2,32,0,7.0,939587
135,"Gabriel Fava3",179.5,0,"","AR",1649,4.0,6,9,30,3,26,11,2,113,1,8.0,1396933
136,"Noah Rogerson",179.39285999999998,0,"","GB",1952,6.0,20,41,59,8,319,11,2,421,6,6.0,1372908
137,"João Santos15",179.0,0,"","PT",1689,4.0,5,7,10,1,53,11,2,83,0,5.0,1201886
138,"Alex Sergeev",178.8333359,0,"","US",1863,6.0,25,47,30,5,101,6,2,422,3,10.0,882733
139,"Artur Obst2",178.25,0,"","PL",4240,3.0,14,16,53,7,35,2,2,150,4,4.0,1239666
140,"Gabriel Cabrera Vicente",178.25,0,"","BR",2482,4.0,14,18,25,3,95,11,2,170,1,6.0,1315481
141,"Yohan De Carvalho",178.0,0,"","PT",1729,6.0,8,16,61,3,90,11,2,175,4,4.0,1378042
142,"Rafael Gonzalez Grossi",178.0,0,"","ES",2115,7.0,2,4,0,0,12,3,2,42,0,5.0,249312
143,"Ruben Nørgaard2",177.0,0,"","DK",1817,5.0,12,21,61,4,130,11,2,264,2,5.0,1389007
144,"Bence Papp2",176.5,0,"","HU",2008,7.0,3,8,1,0,50,4,2,90,0,5.0,1200382
145,"Elliott Golden2",176.0,0,"","US",2056,5.0,3,3,0,0,14,5,2,39,0,9.0,1373717
146,"Ales Kacir2",175.5,0,"","CZ",2042,3.0,6,7,52,4,37,11,2,89,3,4.0,1398751
147,"Mal Boston2",175.0999985,0,"","GB",1779,6.0,11,27,40,3,212,6,2,272,3,4.0,837273
148,"John Babineau",175.0,0,"","US",5866,2.0,13,14,105,12,27,1,1,126,10,1.0,728395
149,"Odair Gonçalves",175.0,0,"","BR",2160,4.0,7,10,63,5,47,11,2,102,3,6.0,1357836
150,"James Kelvin Goncalves Santos",175.0,0,"","BR",1680,8.0,6,21,43,3,123,4,2,177,3,6.0,967457
151,"Bruno Carrió",175.0,0,"","AR",1796,7.0,12,36,18,2,250,4,2,460,0,6.0,1316090
152,"Kaden Probst",175.0,0,"","NZ",1700,2.0,5,5,17,2,27,11,2,55,1,3.0,1396544
153,"Lars Wätzig",175.0,0,"","DE",4036,1.0,2,2,30,2,0,1,1,30,1,2.0,371951
154,"Michael C Burnett",175.0,0,"","US",1803,7.0,11,31,0,0,96,5,2,365,0,7.0,992830
155,"Jamie English",175.0,0,"","IE",3644,6.0,1,2,0,0,15,2,2,13,0,6.0,932286
156,"Rubén Martínez8",174.0,0,"","ES",1789,4.0,3,4,9,1,19,11,2,47,0,7.0,1285161
157,"Tommaso Caprara",173.5,0,"","IT",1772,5.0,7,11,29,3,44,11,2,123,5,4.0,1389828
158,"Mukul Singh4",173.0,0,"","CA",1654,5.0,6,11,57,5,44,11,2,120,5,2.0,1381848
159,"Dan Thornton",173.0,0,"","GB",1801,3.0,2,2,6,1,0,5,2,24,0,5.0,64249
160,"Dominic Lesnicki",173.0,0,"","US",1969,4.0,3,5,0,0,16,11,2,62,0,6.0,1396181
161,"Oliver Moan",173.0,0,"","NO",1677,5.0,2,3,0,0,9,6,2,24,0,8.0,893900
162,"Niels Josten",173.0,0,"","NL",1886,8.0,2,7,0,0,45,4,2,75,0,8.0,1381356
163,"Anit Goswami",173.0,0,"","IN",2279,8.0,1,4,0,0,22,5,2,52,0,7.0,1351086
164,"Kevin Bruntschko",172.5999985,0,"","CH",1516,7.0,12,33,68,5,202,5,2,365,10,4.0,1232124
165,"Ludvig Bolin Lund",172.5555573,0,"","NO",1854,6.0,21,38,111,7,335,11,2,491,6,4.0,1364454
166,"Luca Vecchies",172.375,0,"","IT",1785,6.0,16,33,57,3,272,11,2,453,9,4.0,1385276
167,"Rodney Harris",172.1999969,0,"","US",1855,6.0,7,18,0,0,41,5,2,261,0,8.0,49168
168,"Yoshio Tagawa",172.0,0,"","JP",1507,4.0,4,6,23,2,14,11,2,56,3,2.0,1376577
169,"Antonio Rădulea",172.0,0,"","RO",1981,6.0,2,5,21,2,35,11,2,57,1,5.0,1390303
170,"Christopher Bosch",171.5,0,"","CA",1874,3.0,8,10,46,2,19,11,2,121,5,3.0,1392336
171,"Tom Cordey",171.333336,0,"","GB",2162,5.0,5,11,16,1,31,4,2,159,0,6.0,1232438
172,"Hajrudin Balic2",171.0,0,"","CA",1651,4.0,6,8,27,3,41,8,2,81,1,7.0,725209
173,"Gábor Bence",171.0,0,"","HU",1925,2.0,5,5,28,3,25,11,2,66,0,4.0,1392702
174,"Daniel Genis",171.0,0,"","US",1591,6.0,7,13,30,2,58,6,2,168,2,5.0,583341
175,"Jamie Van Der Molen",171.0,0,"","AU",1917,6.0,2,7,0,0,17,4,2,85,0,11.0,931464
176,"Tasos Rubutsos",170.8000031,0,"","CA",1800,5.0,10,19,12,1,113,7,2,257,1,6.0,1060405
177,"Andy Parker2",170.5,0,"","US",2073,4.0,10,13,8,1,44,7,2,134,2,7.0,941180
178,"Rob Sciglitano",170.5,0,"","AU",2006,6.0,6,11,15,1,67,3,2,142,1,6.0,1262234
179,"Taylor Dawson4",170.0,0,"","AU",1673,3.0,7,10,50,5,40,11,2,135,3,4.0,1394708
180,"Dobos Attila3",170.0,0,"","HU",1721,3.0,6,6,19,2,30,11,2,68,0,7.0,1395470
181,"Isak Stormo",170.0,0,"","NO",1693,3.0,3,4,15,1,18,11,2,54,1,4.0,1395895
182,"Thomas Hermon",170.0,0,"","GB",1680,5.0,3,5,9,1,26,11,2,52,1,4.0,1360321
183,"Phil Berry",170.0,0,"","AQ",2424,7.0,7,16,1,0,41,3,2,192,0,8.0,63792
184,"Jean Renzen2",170.0,0,"","NL",2330,6.0,2,5,0,0,33,4,2,63,0,5.0,1068840
185,"Davide Mollica",169.0,0,"","IT",1773,5.0,14,26,46,7,139,11,2,276,5,4.0,1392916
186,"Steven Arnold4",169.0,0,"","GB",2132,2.0,4,4,31,3,9,11,2,48,3,1.0,1399283
187,"Federico Catozzi",169.0,0,"","IT",2088,7.0,1,6,0,0,23,3,2,60,0,7.0,1308816
188,"Leander Gabrielsen",168.666672,0,"","NO",5934,2.0,10,11,68,9,67,1,1,99,4,2.0,714019
189,"Fredrik Sørlie",168.5,0,"","NO",5169,2.0,6,7,50,6,13,1,1,62,4,3.0,22173
190,"Pratik Hopal",168.4444427,0,"","IN",1486,6.0,22,48,37,1,298,8,2,393,3,5.0,1291975
191,"Tom Jarvis",168.3333359,0,"","US",1529,6.0,9,20,33,2,146,7,2,233,3,4.0,391267
192,"Thijs Janssen2",168.25,0,"","NL",1717,6.0,12,21,35,2,120,6,2,231,2,6.0,1384651
193,"Jesper Mikkelsen2",168.0,0,"","DK",1622,4.0,4,6,33,3,27,11,2,68,3,3.0,1379792
194,"Colin Peterson4",167.9285736,0,"","CA",1687,6.0,18,33,82,7,128,8,2,252,6,4.0,890207
195,"Henrique Bortolozo",167.5,0,"","BR",2177,5.0,5,10,41,5,59,11,2,95,5,4.0,1394712
196,"Justice Dike2",167.0,0,"","CA",1675,4.0,6,9,40,3,26,11,2,117,1,5.0,1392541
197,"Gabri Martinez",167.0,0,"","ES",5160,1.0,4,4,25,3,8,1,1,36,3,2.0,922659
198,"Niklas Hulselmans",167.0,0,"","BE",1699,3.0,4,4,20,2,16,11,2,42,2,5.0,1375337
199,"Alistair Cresswell",167.0,0,"","GB",1606,1.0,2,2,13,2,6,11,2,23,1,3.0,1387242
200,"Nicolas Sabatini",167.0,0,"","AR",1858,4.0,3,3,8,1,21,5,2,39,2,1.0,830525
201,"Alex Nov",167.0,0,"","CA",2104,6.0,4,5,0,0,24,4,2,57,0,8.0,393972
202,"Michael Mortyn",167.0,0,"","AU",2090,4.0,2,2,0,0,12,4,2,24,0,6.0,1137713
203,"Kilian Sichel",166.8333359,0,"","DE",1787,5.0,10,16,49,4,90,11,2,162,5,4.0,1311991
204,"Joshua Hammond",166.5,0,"","AU",2051,6.0,2,7,0,0,35,3,2,73,0,5.0,168117
205,"C Kelly",166.4000015,0,"","SCT",1642,6.0,11,22,70,7,90,7,2,173,6,3.0,157195
206,"Pau Visconti",166.0833359,0,"","ES",1795,5.0,13,23,6,0,139,11,2,246,1,6.0,1394997
207,"Fabrizio De Lillo",166.0,0,"","AR",1628,3.0,6,7,55,5,22,11,2,79,3,4.0,1320563
208,"Eloy Torres Delahaye",166.0,0,"","ES",1739,5.0,4,7,27,3,53,11,2,76,0,6.0,1384761
209,"Alexander Eves",166.0,0,"","CA",1641,3.0,4,5,15,2,16,11,2,57,0,4.0,1396314
210,"Nico Santiago",166.0,0,"","ES",1731,2.0,3,3,9,1,6,11,2,39,1,4.0,1248341
211,"Eduardo Pina",166.0,0,"","MX",2092,5.0,3,5,0,0,17,4,2,57,0,8.0,1065395
212,"Michael Perrotti",166.0,0,"","US",1916,7.0,2,3,0,0,25,4,2,37,0,7.0,1297397
213,"Alexis Di Sanzo",165.8333359,0,"","AR",1826,7.0,10,25,3,1,106,4,2,235,0,7.0,1334767
214,"Antoine Latarget",165.5,0,"","FR",1616,6.0,21,35,62,3,219,11,2,416,4,5.0,1385292
215,"Fernando LopezM",165.03333279999998,0,"","MX",1855,7.0,13,38,8,1,150,5,2,452,1,7.0,439067
216,"Maximilian Andre",165.0,0,"","DE",1636,3.0,5,6,30,3,18,11,2,63,3,3.0,1395865
217,"Adeel Jawed",165.0,0,"","CA",1574,2.0,4,4,35,2,29,11,2,53,2,3.0,1017744
218,"Fernando Carabette",165.0,0,"","BR",1524,6.0,3,5,9,1,25,6,2,52,1,8.0,711741
219,"Gage M Bennett",165.0,0,"","TJ",1461,3.0,2,3,6,1,16,7,2,37,0,6.0,227175
220,"Noah Jebson",165.0,0,"","GB",1813,6.0,3,4,0,0,18,11,2,43,0,7.0,42502
221,"Jose Martinez Vizcaino",165.0,0,"","ES",1875,7.0,1,4,0,0,45,4,2,50,0,7.0,1367561
222,"Evan Thorne",164.75,0,"","US",1707,6.0,7,18,9,1,82,6,2,244,0,7.0,401502
223,"Joao Vieira De Macedo",164.6666641,0,"","BR",1924,5.0,10,14,12,0,72,7,2,173,0,5.0,1069254
224,"Steven Rietberg2",164.5,0,"","NL",1663,5.0,8,13,40,4,88,11,2,153,1,7.0,1395527
225,"Jarrod Seyfang",164.5,0,"","AU",1796,6.0,5,7,0,0,57,4,2,88,0,3.0,109711
226,"Ron Rickerton",164.5,0,"","US",2758,4.0,4,7,0,0,21,2,2,75,0,4.0,816793
227,"John Bomar",164.3333359,0,"","US",1254,6.0,7,19,49,6,175,7,2,177,4,4.0,1200713
228,"Vincenzo Salierno",164.3333282,0,"","IT",1446,4.0,15,22,90,7,171,11,2,183,3,4.0,1394803
229,"Lucas Thylin",164.0,0,"","SE",1682,1.0,4,4,47,3,3,11,2,48,4,1.0,1393341
230,"Michael Vanderhallen",164.0,0,"","BE",1666,5.0,7,10,26,2,52,11,2,103,2,5.0,1304509
231,"Alexandre Martins9",164.0,0,"","BR",1396,5.0,2,5,17,2,30,7,2,49,1,6.0,1232372
232,"Carlos Henrique10",164.0,0,"","BR",2013,6.0,1,2,0,0,8,4,2,24,0,7.0,1075981
233,"Sendijs Birkmanis",163.8000031,0,"","LV",1400,6.0,11,23,55,5,107,11,2,147,7,5.0,1398782
234,"Jordan Scobie2",163.5555572,0,"","AU",1550,6.0,29,66,120,9,613,11,2,717,12,6.0,1309824
235,"Giovanni Basso2",163.5,0,"","CL",1541,6.0,7,14,27,4,97,11,2,107,5,3.0,1392358
236,"Cian Irving",163.5,0,"","GB",1414,6.0,5,11,35,3,49,11,2,86,4,4.0,1186593
237,"Diego Garcia Gonzalez2",163.5,0,"","ES",1836,5.0,4,7,29,3,54,11,2,79,1,5.0,1397958
238,"Martin Maierhofer",163.25,0,"","AT",1580,6.0,13,22,52,5,130,11,2,205,4,5.0,1360629
239,"Deion Clark",163.1999969,0,"","US",1855,6.0,7,19,0,0,113,5,2,268,0,6.0,1335367
240,"Kevin Rodriguez Guerra",163.0,0,"","ES",3613,6.0,0,2,0,0,15,2,2,24,0,8.0,382260
241,"Álvaro Morales3",162.6666641,0,"","ES",1610,6.0,10,16,9,1,67,11,2,171,1,6.0,1380524
242,"Andrees Ahlert",162.5,0,"","DE",1681,4.0,6,9,17,2,58,11,2,108,2,4.0,507945
243,"Alex Cowdrey",162.5,0,"","GB",1514,6.0,3,7,2,1,34,7,2,85,0,5.0,1349357
244,"Zack Schauer",162.1666641,0,"","US",1742,5.0,10,16,49,4,115,11,2,177,6,3.0,1379738
245,"William Mulholland",162.1666641,0,"","GB",1653,7.0,5,18,10,1,129,11,2,190,0,8.0,1354810
246,"Adris Adri",162.0,0,"","ES",1392,6.0,5,12,29,4,126,11,2,95,3,4.0,1283155
